ticket_number,ticket_subject,sent_by,ticket_created_on,message_created_on,message,tags
448,"",Agent,2023-03-15 13:30:13.765541,2023-03-15 13:51:35.127227,"To setup a separate bot for each of those pages, you'll create two bots and turn on ""Restrict to certain pages"" for both. For the first one, you'll set the URL from the first example you sent and from the second you'll set the second. Does that make sense?",Feature Request
448,"",Customer,2023-03-15 13:30:13.765541,2023-03-15 13:54:01.931788,Yes. I have done the exact same thing but the bot was available on all extensions,Feature Request
448,"",Customer,2023-03-15 13:30:13.765541,2023-03-16 06:34:46.469343,Any update?,Feature Request
448,"",Agent,2023-03-15 13:30:13.765541,2023-03-16 06:37:20.486822,"hey Rohit, we are working on it and adding support for regular expressions so this can work as you want it to.  This should be out some time tomorrow afternoon PST time.",Feature Request
448,"",Customer,2023-03-15 13:30:13.765541,2023-03-16 06:37:35.331739,Thanks,Feature Request
448,"",Agent,2023-03-15 13:30:13.765541,2023-03-16 06:39:06.056263,"Also, we tracking all request from your team here https://www.notion.so/atlas-support/91squarefeet-Requests-57948ceddb104df8b7ca84c72d247876 and all of them are actively being worked on. Will keep you updated as we make progress on them.",Feature Request
448,"",Customer,2023-03-15 13:30:13.765541,2023-03-16 06:41:41.334786,Thank You,Feature Request
448,"",Agent,2023-03-15 13:30:13.765541,2023-03-21 04:54:44.468227,"Hey Rohan, We fixed the issue with the chatbot url. Let me know if you need any other help!",Feature Request
448,"",Customer,2023-03-15 13:30:13.765541,2023-03-22 08:52:23.928992,Thanks I will check and confirm,Feature Request
449,"",Customer,2023-03-15 13:36:11.433503,2023-03-15 13:36:11.433503,UI is not looking good on my screen. Attaching the SS for reference.,Bug
449,"",Agent,2023-03-15 13:36:11.433503,2023-03-15 13:48:30.143068,"Apologies, Sagar! Taking a look at your configuration to see the screen size and OS to see what we can do to fix this on our end.",Bug
449,"",Customer,2023-03-15 13:36:11.433503,2023-03-15 13:48:30.555406,Can you respond on this,Bug
449,"",Agent,2023-03-15 13:36:11.433503,2023-03-15 13:52:43.163521,Yep! Did you receive my last message?,Bug
449,"",Agent,2023-03-15 13:36:11.433503,2023-03-15 16:33:06.18557,"Hi Sagar, just following up here: I sent this to our engineering team for a quick fix related to hiding the scroll bars on your browser configuration with Windows. We're also working on a design revamp right now to decrease the font size and spacing a bit so that you should be able to see the Info Pane on a 1280x800px screen size. I'll follow-up when each of those is finished.",Bug
449,"",Agent,2023-03-15 13:36:11.433503,2023-03-15 19:49:26.96906,"Hi Sagar, We fixed the issue with UI, could you please refresh the page and let me know if it looks good to you?",Bug
450,"",Customer,2023-03-16 10:47:57.112478,2023-03-16 10:47:57.112478,I can't search session recordings by name or org name.....,Product Question
450,"",Agent,2023-03-16 10:47:57.112478,2023-03-16 11:01:04.79492,"Hey Max, is it not working for a specific Company? or not working at all?",Product Question
450,"",Agent,2023-03-16 10:47:57.112478,2023-03-17 02:47:38.809807,"Hi Max, I think I know where you might be having issues here. We removed the filtering from our sessions list page and moved it to the advanced search page. You can access the advanced search by clicking on the search bar at the top of your screen or by pressing / from any page. From there, you can type a query like:Customer.Account is [name of customer]and then click on the ""Sessions"" tab to see that customer's sessions.Let me know if you have any more questions about this!Jon",Product Question
451,"",Customer,2023-03-16 12:35:29.651329,2023-03-16 12:35:29.651329,Why is this happening(error)?,Product Question
451,"",Agent,2023-03-16 12:35:29.651329,2023-03-16 13:07:32.477542,"Hi Sagar,we're investigating the issue and will provide an update promptly",Product Question
451,"",Agent,2023-03-16 12:35:29.651329,2023-03-16 13:30:27.144414,"Your customer went offline from chat and since they had email address nooralam.91squarefeet@rdash.io assigned, our system attempted to re-route your message to email which failed because this particular email account does not exist. You could see the error message by hovering over (i) next to delivery status.To disable re-routing attempt, please uncheck Enable fallback channels on Chat Configuration page and press Save at the bottom.Then the following messages will be delivered to chat and visible when the user comes back to your app.",Product Question
452,"",Customer,2023-03-16 19:14:03.782264,2023-03-16 19:14:03.782264,Do you have SDKs for Android and iOS apps too?,Feature Request
452,"",Agent,2023-03-16 19:14:03.782264,2023-03-16 19:16:05.423907,"Hey Xiradakis, great to hear from you. We have iOS SDK ready and working on Andriod SDK (ETA for public launch 15th April)",Feature Request
452,"",Agent,2023-03-16 19:14:03.782264,2023-03-16 19:16:46.833164,"Let me know if you would like to see a demo of the app, happy to show how Atlas make handling support much easier than any other tools.",Feature Request
452,"",Customer,2023-03-16 19:14:03.782264,2023-03-16 19:18:13.674078,I will let you know. Do you have any documentation on that? And also is the session recording feature supported for mobile too?Many thanks!,Feature Request
452,"",Agent,2023-03-16 19:14:03.782264,2023-03-16 20:12:50.367318,"Here’s our React Native documentation which will be fairly similar for our other SDKs.We don’t currently support session recording for mobile apps, but are targeting to have it done in Q3.",Feature Request
452,"",Customer,2023-03-16 19:14:03.782264,2023-03-21 18:31:46.864493,"Ok thank you. And do you have any plans for multi-lingual? E.g. creating bots but being able to edit the text for each bubble / form per language.Same for Articles, Canned responses, Custom fields that appear on forms?",Feature Request
452,"",Customer,2023-03-16 19:14:03.782264,2023-03-21 18:34:34.352867,"Similarly tools for routing chats to teams of agents who speak different languages, and grouping together agents who share common traits. ?",Feature Request
452,"",Agent,2023-03-16 19:14:03.782264,2023-03-21 20:11:52.855786,"We do have internationalization plans, but probably proper internationalization will happen in Q3 or Q4.However, we do have quite a few companies that are multlingual using Atlas. What they typically do is create separate responses and chatbot workflows depending on the language of the user.We don’t have support to do this on an agent basis, yet, but would love to talk through your use case — it’s definitely something we could expedite if needed!",Feature Request
453,"",Customer,2023-03-17 19:28:56.611958,2023-03-17 19:28:56.611958,hi there! this is jon writing from atlas.so. what's your pricing?,Testing
453,"",Agent,2023-03-17 19:28:56.611958,2023-03-17 19:29:57.062757,"hello from slack! our pricing is $200/mo for 10k session recordings and 5 seats. If you’re part of YC, there’s a discount you can use called YCPROMO.",Testing
455,"",Agent,2023-03-23 13:33:03.109542,2023-03-23 14:13:45.183388,"Hi Julia, great to meet you! We’re big fans of Awari.Some quick bullet points on Atlas:Atlas is an all-in-one customer support solution that brings together customer data with ticketingCustomer data includes things like session recordings (watch your users), custom data and events from your application (user fields you have in your system), CRM data (via integration), and bug data (to help support and engineering when debugging user issues)We support chat, email, SMS, and WhatsApp for communication channelsWe also have a Help Center and Chatbot products so you can give your customers answers without using your agents’ timeWould love to hop on a call and introduce myself. Open for a chat? (Here’s my calendly if so!)Best,Jon",Sales
455,"",Customer,2023-03-23 13:33:03.109542,2023-03-23 14:48:04.455309,"Hey Jon. Yes, but Jon, I saw that today you have 6pm GMT, is it ok for you? If not, we can do tomorrow",Sales
455,"",Agent,2023-03-23 13:33:03.109542,2023-03-23 16:23:30.778282,"Hi Julia, just saw that you grabbed a time for later today. Looking forward to chatting!",Sales
456,"",Customer,2023-03-23 14:00:33.818391,2023-03-23 14:00:33.818391,How can I setup custom domain for this? our custom domain that we want to setup is `help.rdash.io`,Product Question
456,"",Customer,2023-03-23 14:00:33.818391,2023-03-23 14:14:39.411145,This is done. You can close this,Product Question
456,"",Customer,2023-03-23 14:00:33.818391,2023-03-23 14:14:43.469167,Thanks,Product Question
458,"",Agent,2023-03-24 15:54:23.300444,2023-03-24 15:54:40.547337,oh hai mark,Testing
459,"",Customer,2023-03-27 02:33:03.19527,2023-03-27 02:33:27.860776,Thanks,Spam
459,"",Agent,2023-03-27 02:33:03.19527,2023-03-27 02:36:12.949368,"Hi Dan! Looks like we don’t have you registered with this email at the moment, so you can go ahead and create a new account.",Spam
459,"",Customer,2023-03-27 02:33:03.19527,2023-03-27 02:38:57.314344,Are you connected to https://app.atlasservices.io/,Spam
459,"",Customer,2023-03-27 02:33:03.19527,2023-03-27 02:39:29.204854,No user there either,Spam
459,"",Agent,2023-03-27 02:33:03.19527,2023-03-27 02:39:38.837003,"Ah, no we’re not. We’re a customer support solution.",Spam
459,"",Customer,2023-03-27 02:33:03.19527,2023-03-27 02:39:46.844811,roger that. thanks,Spam
461,"",Agent,2023-03-27 19:54:20.349663,2023-03-27 19:54:53.363079,"hey @UBCST30MV, this is jon from slack",Testing
461,"",Agent,2023-03-27 19:54:20.349663,2023-03-27 19:55:08.368716,hey jon…,Testing
462,"",Agent,2023-03-28 18:16:37.759396,2023-03-28 18:17:06.372399,hello from slack,Testing
463,"",Customer,2023-03-29 04:50:44.9474,2023-03-29 04:50:44.9474,hello from atlas!,Testing
463,"",Agent,2023-03-29 04:50:44.9474,2023-03-29 04:51:08.79905,hello from slack,Testing
464,"",Customer,2023-03-30 20:16:50.576952,2023-03-30 20:16:50.576952,hello from atlas!,Testing
464,"",Agent,2023-03-30 20:16:50.576952,2023-03-30 20:17:40.876072,hello from slack,Testing
466,"",Customer,2023-04-03 17:36:36.1168,2023-04-03 17:36:36.1168,hello!,Testing
466,"",Agent,2023-04-03 17:36:36.1168,2023-04-03 17:36:49.500324,hello from slack,Testing
468,"",Agent,2023-04-10 19:57:28.277655,2023-04-10 19:57:53.791999,hello from slack,Testing
469,"",Customer,2023-04-10 22:06:24.480103,2023-04-10 22:06:24.480103,hello from atlas,Testing
469,"",Agent,2023-04-10 22:06:24.480103,2023-04-10 22:06:51.847663,hello from slack,Testing
469,"",Agent,2023-04-10 22:06:24.480103,2023-04-10 22:07:40.345261,hello from atlas web app,Testing
469,"",Customer,2023-04-10 22:06:24.480103,2023-04-10 22:07:51.970949,hello from atlas widget,Testing
471,"",Customer,2023-04-13 04:29:34.711582,2023-04-13 04:29:34.711582,Need help!,Testing
471,"",Agent,2023-04-13 04:29:34.711582,2023-04-13 04:29:43.226613,Does this work?,Testing
472,"",Customer,2023-04-14 04:00:31.459505,2023-04-14 04:00:31.459505,Hi,Testing
472,"",Agent,2023-04-14 04:00:31.459505,2023-04-14 04:45:12.488967,Hello! How can I help?,Testing
473,"",Customer,2023-04-14 14:27:16.455969,2023-04-14 14:27:16.455969,Hello from Atlas!,Testing
473,"",Agent,2023-04-14 14:27:16.455969,2023-04-14 14:27:48.554389,Hello from Slack,Testing
474,"",Customer,2023-04-14 22:19:28.27133,2023-04-14 22:19:28.27133,Does it work without CSAT?,Testing
474,"",Agent,2023-04-14 22:19:28.27133,2023-04-14 22:19:47.069239,yes it does,Testing
475,"",Customer,2023-04-15 16:25:02.550011,2023-04-15 16:25:02.550011,Careers,Testing
475,"",Customer,2023-04-15 16:25:02.550011,2023-04-15 16:25:13.343624,Careers,Testing
475,"",Agent,2023-04-15 16:25:02.550011,2023-04-17 02:42:23.784808,"Hi! We don’t currently have any customer success positions open. If you want to send your resume to jon@getatlas.io, we’ll take a look and circle back with you when we do have a position available.",Testing
476,"",Customer,2023-04-15 16:25:47.611707,2023-04-15 16:25:47.611707,How can I apply for a customer success position at Atlas?,Testing
477,"",Customer,2023-04-18 14:27:54.68225,2023-04-18 14:27:54.68225,hello from atlas!,Testing
477,"",Agent,2023-04-18 14:27:54.68225,2023-04-18 14:28:31.823936,hello from slack,Testing
477,"",Agent,2023-04-18 14:27:54.68225,2023-04-18 14:30:00.266971,hello from atlas app,Testing
479,"",Customer,2023-04-18 21:56:39.808582,2023-04-18 21:56:39.808582,hello from atlas!,Testing
479,"",Agent,2023-04-18 21:56:39.808582,2023-04-18 21:56:57.745483,hello from slack,Testing
480,"",Customer,2023-04-19 11:37:08.004971,2023-04-19 11:37:08.004971,jq library dont work after install your snippet,Product Question
480,"",Customer,2023-04-19 11:37:08.004971,2023-04-19 11:40:57.06479,hey?,Product Question
480,"",Agent,2023-04-19 11:37:08.004971,2023-04-19 13:53:50.294536,"hey Vladyslav,Ideally the snippet should not conflict with any base library or framework.Can we get some more details on the issueeg console logsor a link to the portal where the issue is happening",Product Question
481,"",Customer,2023-04-19 13:39:03.915912,2023-04-19 13:39:03.915912,"Hey! We're trying to build an asset on our website but we cannot deploy it properlyy because the chatbot is blocking the jq. Our developer chatted with Webflow support and told us that: ""The script that connects the chatbot blocks the work of one of the main plugins - jQuery. because of this, the functionality of the site, which is written on this plugin, does not work. And an important remark: jQuery is not connected by us, but it is installed by default in every project created on webflow.""Is there any way for us to solve this?","Product Question,Bug"
481,"",Customer,2023-04-19 13:39:03.915912,2023-04-19 13:50:38.605567,Anyone there?,"Product Question,Bug"
481,"",Agent,2023-04-19 13:39:03.915912,2023-04-19 13:51:58.374674,"hey Paz, we are tying to figure out the issue.By any chance, can we get more info on this, eg console logs.","Product Question,Bug"
481,"",Customer,2023-04-19 13:39:03.915912,2023-04-19 13:54:15.026765,"Just asked for additional info, I'll get back to you as soon as I get it","Product Question,Bug"
481,"",Agent,2023-04-19 13:39:03.915912,2023-04-19 13:54:39.690777,sounds good.,"Product Question,Bug"
481,"",Customer,2023-04-19 13:39:03.915912,2023-04-19 14:57:28.689338,Is there any way I could connect you with the dev? Maybe an email?,"Bug,Product Question"
481,"",Customer,2023-04-19 13:39:03.915912,2023-04-19 14:58:36.631218,Or a call?,"Bug,Product Question"
481,"",Agent,2023-04-19 13:39:03.915912,2023-04-19 15:01:12.419244,"sure thing, we can setup a Google Meet, we want to check it over the shared screen.","Bug,Product Question"
481,"",Agent,2023-04-19 13:39:03.915912,2023-04-19 15:11:23.973971,"hey Paz, let’s setup some time https://calendly.com/sasha-atlas/30min","Product Question,Bug"
481,"",Customer,2023-04-19 13:39:03.915912,2023-04-19 15:14:47.084738,Just forwarded it to him. He'll schedule a call ASAP,"Bug,Product Question"
482,"",Customer,2023-04-19 21:27:50.864718,2023-04-19 21:27:50.864718,hello from atlas,Testing
482,"",Agent,2023-04-19 21:27:50.864718,2023-04-19 21:28:18.080075,hello from slack,Testing
484,"",Customer,2023-04-21 20:34:42.60854,2023-04-21 20:34:42.60854,Where are the chatbots?,Testing
487,"",Customer,2023-04-23 17:53:38.758849,2023-04-23 17:53:38.758849,"Hey, Rahul checing the new widget",Testing
487,"",Customer,2023-04-23 17:53:38.758849,2023-04-23 17:53:51.186067,This looks good so far!,Testing
487,"",Agent,2023-04-23 17:53:38.758849,2023-04-23 17:55:24.063557,ticket number # 2,Testing
487,"",Agent,2023-04-23 17:53:38.758849,2023-04-23 17:55:35.089912,asdasd,Testing
488,"",Customer,2023-04-23 17:53:58.797045,2023-04-23 17:53:58.797045,ticket number 2,Testing
488,"",Agent,2023-04-23 17:53:58.797045,2023-04-23 17:54:40.114129,Great! ,Testing
488,"",Agent,2023-04-23 17:53:58.797045,2023-04-23 17:54:50.734794,Does this work?,Testing
488,"",Agent,2023-04-23 17:53:58.797045,2023-04-23 17:55:06.183284,agent typing!,Testing
489,"",Customer,2023-04-23 18:14:02.97126,2023-04-23 18:14:02.97126,from getatlas.io,Testing
490,"",Customer,2023-04-24 15:33:30.496511,2023-04-24 15:33:30.496511,Hi,Bug
490,"",Customer,2023-04-24 15:33:30.496511,2023-04-24 15:34:31.50488,I can't move forward on this page,Bug
490,"",Customer,2023-04-24 15:33:30.496511,2023-04-24 15:35:18.067075,I already tested it on safari and brave,Bug
490,"",Agent,2023-04-24 15:33:30.496511,2023-04-24 15:40:44.302868,hey,Bug
490,"",Agent,2023-04-24 15:33:30.496511,2023-04-24 15:41:04.160985,can you try control + - ,Bug
490,"",Customer,2023-04-24 15:33:30.496511,2023-04-24 15:41:23.041277,Ok,Bug
490,"",Customer,2023-04-24 15:33:30.496511,2023-04-24 15:41:23.879291,tks,Bug
490,"",Agent,2023-04-24 15:33:30.496511,2023-04-24 15:42:46.986664,i guess the next button gets hidden on your screen,Bug
491,"",Customer,2023-04-24 16:02:38.046547,2023-04-24 16:02:38.046547,nice!,Testing
491,"",Agent,2023-04-24 16:02:38.046547,2023-04-24 16:04:33.859065,agent message.,Testing
492,"",Customer,2023-04-25 15:10:14.340811,2023-04-25 15:10:14.340811,Close me please,Testing
493,"",Customer,2023-04-25 15:22:47.925744,2023-04-25 15:22:47.925744,close it,Testing
494,"",Customer,2023-04-25 16:12:07.314848,2023-04-25 16:12:07.314848,help!,Testing
495,"",Customer,2023-04-25 20:33:26.976795,2023-04-25 20:33:26.976795,Hello from Atlas!,Testing
495,"",Customer,2023-04-25 20:33:26.976795,2023-04-25 20:34:02.313331,Hello again,Testing
495,"",Agent,2023-04-25 20:33:26.976795,2023-04-25 20:34:14.026464,Hello from the web app,Testing
495,"",Agent,2023-04-25 20:33:26.976795,2023-04-25 20:34:45.669089,hello from slack,Testing
495,"",Agent,2023-04-25 20:33:26.976795,2023-04-28 16:09:34.589515,yo,Testing
496,"",Customer,2023-04-25 23:26:22.900872,2023-04-25 23:26:22.900872,kloze,Testing
498,"",Customer,2023-04-27 05:39:26.059732,2023-04-27 05:39:26.059732,Testing from ATlas production,Testing
498,"",Customer,2023-04-27 05:39:26.059732,2023-04-27 05:39:34.063881,did it not clean the response,Testing
498,"",Agent,2023-04-27 05:39:26.059732,2023-04-27 05:40:04.381877,hey -- what's up ?,Testing
498,"",Agent,2023-04-27 05:39:26.059732,2023-04-27 05:40:17.08245,new response?,Testing
498,"",Agent,2023-04-27 05:39:26.059732,2023-04-27 05:41:08.027087,on older ticket,Testing
499,"",Customer,2023-04-27 05:40:28.086296,2023-04-27 05:40:28.086296,Hello!,Testing
499,"",Agent,2023-04-27 05:40:28.086296,2023-04-27 05:40:57.04851,They -- that's going on ?,Testing
499,"",Agent,2023-04-27 05:40:28.086296,2023-04-27 05:41:33.638603,response back!,Testing
500,"",Customer,2023-04-27 05:41:19.837337,2023-04-27 05:41:19.837337,3rd ticket?,Testing
500,"",Agent,2023-04-27 05:41:19.837337,2023-04-27 06:02:18.467888,Hello?,Testing
500,"",Agent,2023-04-27 05:41:19.837337,2023-04-27 06:04:16.375475,asdasd,Testing
501,"",Customer,2023-04-27 06:05:30.267726,2023-04-27 06:05:41.090842,this is great!,Testing
501,"",Agent,2023-04-27 06:05:30.267726,2023-04-27 06:05:45.255545,really?,Testing
501,"",Agent,2023-04-27 06:05:30.267726,2023-04-27 06:05:55.321841,yes really,Testing
501,"",Customer,2023-04-27 06:05:30.267726,2023-04-27 06:06:00.48601,AAA,Testing
501,"",Customer,2023-04-27 06:05:30.267726,2023-04-27 06:06:31.057785,ASDASD,Testing
502,"",Agent,2023-04-27 06:08:40.319025,2023-04-27 06:08:51.286451,Really?,Spam
503,"",BOT,2023-04-27 06:14:00.25339,2023-04-27 06:14:00.25339,Hi! Welcome to Atlas. How can we help you today?,Testing
503,"",Customer,2023-04-27 06:14:00.25339,2023-04-27 06:14:00.25339,Talk with support,Testing
506,"",BOT,2023-04-27 06:23:49.057161,2023-04-27 06:23:49.057161,Hi! Welcome to Atlas. How can we help you today?,Testing
506,"",Customer,2023-04-27 06:23:49.057161,2023-04-27 06:23:49.057161,Talk with support,Testing
506,"",Customer,2023-04-27 06:23:49.057161,2023-04-27 06:25:56.453541,asdasd,Testing
507,"",BOT,2023-04-27 06:23:57.717528,2023-04-27 06:23:57.717528,Check these articles for help,Testing
507,"",BOT,2023-04-27 06:23:57.717528,2023-04-27 06:23:57.717528,Hi! Welcome to Atlas. How can we help you today?,"Testing,Testing"
507,"",Customer,2023-04-27 06:23:57.717528,2023-04-27 06:23:57.717528,Billing,Testing
507,"",Customer,2023-04-27 06:23:57.717528,2023-04-27 06:23:57.717528,Did that solve your problem? No,Testing
507,"",Customer,2023-04-27 06:23:57.717528,2023-04-27 06:23:57.717528,Talk with support,Testing
508,"",BOT,2023-04-27 06:24:14.219623,2023-04-27 06:24:14.219623,Hi! Welcome to Atlas. How can we help you today?,Testing
508,"",Customer,2023-04-27 06:24:14.219623,2023-04-27 06:24:14.219623,Talk with support,Testing
509,"",BOT,2023-04-27 06:26:01.859403,2023-04-27 06:26:01.859403,Hi! Welcome to Atlas. How can we help you today?,Testing
509,"",Customer,2023-04-27 06:26:01.859403,2023-04-27 06:26:01.859403,Talk with support,Testing
511,"",BOT,2023-04-27 06:38:50.09408,2023-04-27 06:38:50.09408,How can we help you today,Testing
512,"",BOT,2023-04-27 06:39:30.64522,2023-04-27 06:39:30.64522,How can we help you today,Testing
513,"",Customer,2023-04-27 06:43:55.8327,2023-04-27 06:43:55.8327,asdasd,Testing
514,"",Customer,2023-04-27 06:45:11.639978,2023-04-27 06:45:11.639978,asdasd,Testing
514,"",Customer,2023-04-27 06:45:11.639978,2023-04-27 06:45:11.639978,Title Create ticket,Testing
515,"",Customer,2023-04-27 07:06:20.310444,2023-04-27 07:06:20.310444,"Hello,I hope this email finds you well. My name is Jupal and I am reaching out to inquire about your company's bug bounty program. As a cybersecurity enthusiast, I am always looking for opportunities to improve my skills and knowledge while helping to secure websites and applications.I did some research on your website and was not able to find any information about a bug bounty program. I was wondering if you have a private program in place or if you are considering launching one in the future. If so, I would be interested in learning more about the program and potentially participating.I understand that maintaining a secure website or application can be challenging, and I believe that responsible disclosure of security vulnerabilities is crucial to maintaining a strong security posture. By offering a bug bounty program, companies can incentivize security researchers to report vulnerabilities in a responsible manner and help prevent data breaches and other security incidents.Thank you for your time and consideration. I look forward to hearing back from you soon.Best regards,Jupal",Spam
517,"",Customer,2023-04-28 16:25:38.109742,2023-04-28 16:25:38.109742,Hi I want to learn how your product is different from Feshdesk?,Sales
517,"",Agent,2023-04-28 16:25:38.109742,2023-04-28 17:39:51.896969,"Hi! Our biggest differentiators from Freshdesk:We show a customer timeline that is customer-centered rather than showing a ticket-centered view. This let’s you see a customer’s entire history with your company and usage of your app.We provide session recording so that you can see your customers when they’re using your app.We allow you to use Slack to view and respond to all your tickets across live chat, email, SMS, WhatsApp, and Slack.Happy to answer any other questions you might have! Also, feel free to grab a time with one of our cofounders here.",Sales
518,"",Customer,2023-04-28 22:52:02.588069,2023-04-28 22:52:02.588069,can you tell me about your pricing?,Sales
518,"",Customer,2023-04-28 22:52:02.588069,2023-04-28 22:52:36.255025,hello?,Sales
518,"",Agent,2023-04-28 22:52:02.588069,2023-04-28 22:53:02.378272,Yep! $200/mo is our startup plan which is for up to 5 seats and 10k sessions/mo,Sales
518,"",Customer,2023-04-28 22:52:02.588069,2023-04-28 22:53:19.508822,tnx,Sales
518,"",Agent,2023-04-28 22:52:02.588069,2023-04-28 22:53:45.561449,Of course. Are you with a startup or solo?,Sales
518,"",Customer,2023-04-28 22:52:02.588069,2023-04-28 22:53:50.637569,how does the sessions component work? i'm charged more as my users log in more?,Sales
518,"",Customer,2023-04-28 22:52:02.588069,2023-04-28 22:53:57.327652,startup,Sales
518,"",Agent,2023-04-28 22:52:02.588069,2023-05-10 00:24:36.964764,We offer 10k sessions/per month as part of our startup package and also have custom plans if you need more. ,Sales
519,"",Customer,2023-05-01 16:19:41.944358,2023-05-01 16:19:41.944358,QA by Stas,Testing
520,"",Customer,2023-05-01 16:21:13.138328,2023-05-01 16:21:13.138328,new QA,Testing
520,"",Customer,2023-05-01 16:21:13.138328,2023-05-01 16:21:15.399442,continue,Testing
520,"",Customer,2023-05-01 16:21:13.138328,2023-05-01 16:21:21.589827,does work good,Testing
521,"",Customer,2023-05-01 20:54:10.190585,2023-05-01 20:54:10.190585,hey! this is jon at atlas.so,Testing
521,"",Agent,2023-05-01 20:54:10.190585,2023-05-01 20:54:54.226019,Hello from Slack,Testing
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:33:06.948465,Can we set up a demo/onboarding call,Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:33:32.347183,I'm also running into a stupid issue (probably use rerror) but Gmail says the forwarding address is invalid so i skipped that step,Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:33:54.453458,This is Kevin from Repool - we were in S21. Will be mindful of your time; we're just a small team of 3 GTM folks!,Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:41:09.909135,Turns out my gmail was,Sales
522,"",Agent,2023-05-01 23:33:06.948465,2023-05-01 23:41:34.670216,"Hey Kevin, Great to meet you! would love to get you setup on Atlas. Here is link  Jon's Calendar  (he is CEO of Atlas) for demo/onboarding call. If you have any questions in the mean while a happy to answer them over chat/email. Thanks,Rahul",Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:41:54.999307,I think this chat is bugged if someone else is typing,Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:42:05.729072,Your ... thing kept popping up and going away (very weird),Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:42:10.007714,And i couldn't type more than 1 character at a type,Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:42:12.462415,And i wasn't able to backspace,Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:42:37.262748,"Is that just a temporary bug? That would be uh, well, not ideal",Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:44:15.772923,https://www.loom.com/share/e1317f56b43648c89854184bc10aa7b4,Sales
522,"",Agent,2023-05-01 23:33:06.948465,2023-05-01 23:44:18.128211,"yes, we are alpha testing a new version of chat. This is not version you (or your customer) will get right away and should not face this bug. Thanks for reporting this, will get fixed right away. ",Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:44:34.188848,"Gotcha, super weird",Sales
522,"",Customer,2023-05-01 23:33:06.948465,2023-05-01 23:44:42.917473,Glad it's just a bug ha,Sales
523,"",Customer,2023-05-02 05:40:42.861447,2023-05-02 05:40:42.861447,"Hey, I was wondering if by any chance a Discord integration was about to be released?","Integration - Discord,Feature Request"
524,"",Customer,2023-05-02 15:21:06.895949,2023-05-02 15:21:06.895949,the chat button is not clickable,"Bug,Product Question"
524,"",Customer,2023-05-02 15:21:06.895949,2023-05-02 15:21:52.28995,is there anyone that can help?,"Bug,Product Question"
524,"",Agent,2023-05-02 15:21:06.895949,2023-05-02 15:24:15.723039,"Hey Adam, let me take a look at this.","Product Question,Bug"
524,"",Customer,2023-05-02 15:21:06.895949,2023-05-02 15:44:48.715914,hi Rahul,"Product Question,Bug"
524,"",Customer,2023-05-02 15:21:06.895949,2023-05-02 15:45:25.943015,"im trying to integrate the script into my website, the chat button shows up but it's not clickable","Product Question,Bug"
524,"",Agent,2023-05-02 15:21:06.895949,2023-05-02 16:52:06.985622,"Adam, can you please give the link to you site so I could debug the issue?","Product Question,Bug"
524,"",Agent,2023-05-02 15:21:06.895949,2023-05-02 17:29:44.848333,"Adam, I see the issue in session recording (Atlas.start is being called multiple times here)— Do you have something to sync in a meeting? would be much easier to debug. Here is my calendar https://calendly.com/rahul-atlas/30min","Product Question,Bug"
524,"",Customer,2023-05-02 15:21:06.895949,2023-05-02 21:46:43.108795,it's in development,"Bug,Product Question"
524,"",Customer,2023-05-02 15:21:06.895949,2023-05-02 21:46:47.033793,on localhost,"Bug,Product Question"
524,"",Agent,2023-05-02 15:21:06.895949,2023-05-05 09:23:06.61493,"Adam, just wanted to reach back out and check if you still are having issue.  Please feel free to block sometime https://calendly.com/rahul-atlas/30min if I can help fix any issues you might be having","Bug,Product Question"
526,"",Customer,2023-05-03 14:21:54.454944,2023-05-03 14:21:54.454944,hey this is jon from incognito,Testing
526,"",Agent,2023-05-03 14:21:54.454944,2023-05-03 14:22:06.441782,hello from slack,Testing
527,"",Customer,2023-05-09 02:52:00.556188,2023-05-09 02:52:00.556188,What is atlas,Sales
527,"",Customer,2023-05-09 02:52:00.556188,2023-05-09 02:52:03.607298,Test,Sales
527,"",Customer,2023-05-09 02:52:00.556188,2023-05-09 02:52:07.592791,Hello,Sales
527,"",Agent,2023-05-09 02:52:00.556188,2023-05-09 03:06:52.981362,Hello! How can we help you?,Sales
528,"",Customer,2023-05-09 13:34:25.375835,2023-05-09 13:34:25.375835,Hi there - how much are the chatbot and help center addons for the Free plan?,"Bug,Sales,Feature Request"
528,"",Customer,2023-05-09 13:34:25.375835,2023-05-09 13:34:49.714094,"We're a team of 2 people, so the 5 seat Startup plan is a bit too much for us. We're happy to pay more than ""Free"", but don't really want to play $200/mo","Feature Request,Sales,Bug"
