ticket_number,ticket_subject,sent_by,ticket_created_on,message_created_on,message,tags
739,Fallback logic update,Customer,2023-09-08 16:55:10.803166,2023-09-08 16:55:10.803166,create groups,Feature Request
739,Fallback logic update,Customer,2023-09-08 16:55:10.803166,2023-09-08 16:55:38.277237,"we have a team of analysts and credit department, how can I create segmented groups?",Feature Request
739,Fallback logic update,Agent,2023-09-08 16:55:10.803166,2023-09-11 03:25:44.459859,"Hey Yonathan, Sorry for the delay here -- Are these customers or your co-worker? and how are you planning to use this groups. Would help us understand the requirements. ",Feature Request
739,Fallback logic update,Agent,2023-09-08 16:55:10.803166,2023-09-18 06:00:25.31415,"Hey Yonathan, Let me know if you still having any issues with this? thanks",Feature Request
739,Fallback logic update,Customer,2023-09-08 16:55:10.803166,2023-09-20 23:14:42.600987,"hey there rahul, quick question.",Feature Request
739,Fallback logic update,Customer,2023-09-08 16:55:10.803166,2023-09-20 23:15:28.251559,"Sometimes the messages are being delivered on the chat and sometimes over email, how do I choose to deliver messages on email and chat - this way my customer always get notifiied?",Feature Request
739,Fallback logic update,Customer,2023-09-08 16:55:10.803166,2023-09-20 23:16:18.959225,Do all messages get delivered to the customer's email?,Feature Request
739,Fallback logic update,Agent,2023-09-08 16:55:10.803166,2023-09-21 00:57:04.48852,"Hey Yonathan,Currently if a customer start a ticket via chat and when agent responds to them if the customer goes via Email instead of chat (you can disable this settings here in Message delivery > Use fallback channels). In next couple of weeks we are releasing a feature which will allow you change the channel to any type when responding to the customer.Let me know if this answers you question.",Feature Request
739,Fallback logic update,Customer,2023-09-08 16:55:10.803166,2023-09-21 15:53:53.54355,"Weird! I have some customers that initiated the conversation over chat and when I responded, the message was delivered to their email. Is there a way we can DELIVER all answers to chat and EMAIL?",Feature Request
739,Fallback logic update,Customer,2023-09-08 16:55:10.803166,2023-09-21 15:53:57.374209,"Weird! I have some customers that initiated the conversation over chat and when I responded, the message was delivered to their email. Is there a way we can DELIVER all answers to chat and EMAIL?",Feature Request
739,Fallback logic update,Agent,2023-09-08 16:55:10.803166,2023-09-21 15:59:25.736004,"Yonathan, not right now but this is something we are going change really soon. Along with defining fall back channels — you will be able to define• Send message via fallback channel if [message is left unread/customer offline] [x] mins after sendingThis should allow you control it the way you want",Feature Request
739,Fallback logic update,Agent,2023-09-08 16:55:10.803166,2023-09-21 15:59:44.530684,This should be ready in 2 weeks or so — I will let you know as soon as it out.,Feature Request
739,Fallback logic update,Agent,2023-09-08 16:55:10.803166,2023-10-16 22:36:40.718177,"Hey Yonathan, We updated the logic for when the fallback email goes out for chat messages (before it was out sent immediately if the customer is not online). But now we have change the logic to check if the customer not read the message(s) in X mins, we send all un-read message via email together (in Atlas UI, you will be able to see the status for each message being delivered/read via both channels)You can tweak these settings here.",Feature Request
742,,Agent,2023-09-11 05:34:33.716299,2023-09-11 05:35:50.298201,"hey Ele, you can go to -- Canned Responsesapp.getatlas.io, and create the templated messages",Product Question
742,,Agent,2023-09-11 05:34:33.716299,2023-09-11 05:37:39.659014,"hey Ele, do let us know if you need anything else.",Product Question
743,Routing now working correctly,Agent,2023-09-11 18:16:44.043363,2023-09-11 18:28:04.582852,"There are 2 entities of saved searches: tickets create a custom inbox, while customers create a segmentRouting only supports Customer Segments which can be saved with Create Segment button on the Customers tab of search results",Feature Request
743,Routing now working correctly,Agent,2023-09-11 18:16:44.043363,2023-09-11 18:30:18.541481,I can relate that the distinction is far from obvious on the search info pane. We’ll work on making it more clear,Feature Request
744,Not able to connect JIRA and Atlas,Agent,2023-09-11 22:29:26.045288,2023-09-11 22:30:03.408773,@Fernando Nery got it! will get on it as soon as we have more details!,Product Question
744,Not able to connect JIRA and Atlas,Agent,2023-09-11 22:29:26.045288,2023-09-13 18:22:43.298738,"hey @Guilherme Santa Chiara, I was just checking the Jira installation, seems to be setup properly.Where were you facing the issue? Or, what's not working per expectations? If you can share, will check it out.",Product Question
744,Not able to connect JIRA and Atlas,Agent,2023-09-11 22:29:26.045288,2023-09-15 00:31:59.081759,"hey Guilherme, Let me know if you still need any help with this. Thanks",Product Question
744,Not able to connect JIRA and Atlas,Agent,2023-09-11 22:29:26.045288,2023-09-15 12:42:58.624775,"hey @Fernando Nery, no worries.",Product Question
745,,Customer,2023-09-12 05:02:52.565296,2023-09-12 05:02:52.565296,react integration,Feature Request
746,,Customer,2023-09-12 05:10:35.746714,2023-09-12 05:10:35.746714,How are you?,Product Question
746,,Customer,2023-09-12 05:10:35.746714,2023-09-12 05:12:01.385116,Are you getting this?,Product Question
746,,Agent,2023-09-12 05:10:35.746714,2023-09-12 05:14:53.81373,Hey! how can we help you?,Product Question
746,,Customer,2023-09-12 05:10:35.746714,2023-09-12 05:17:12.815044,"Hey mate, integrating Atas. Testing on localhost, surprised the message is going to you instead of my inbox?",Product Question
746,,Agent,2023-09-12 05:10:35.746714,2023-09-12 05:17:42.612348,what’s the app_id that you have used?,Product Question
746,,Customer,2023-09-12 05:10:35.746714,2023-09-12 05:19:54.585775,the one showed under installation in my dashboard. Under app configuration,Product Question
746,,Agent,2023-09-12 05:10:35.746714,2023-09-12 05:21:15.039267,"if you can give me your company name, I can provide your app_id",Product Question
746,,Agent,2023-09-12 05:10:35.746714,2023-09-12 05:21:25.373514,or updated version of script,Product Question
746,,Customer,2023-09-12 05:10:35.746714,2023-09-12 05:21:58.595382,Everbility is the company name,Product Question
746,,Customer,2023-09-12 05:10:35.746714,2023-09-12 05:23:59.809553,"This is script I am using: (() => { ""use strict""; var t, e = { appId: ""iffbz8w94y"", v: 2, q: [], call: function () { this.q.push(arguments); }, }; window.Atlas = e; var n = document.createElement(""script""); (n.async = !0), (n.src = ""https://app.getatlas.io/client-js/atlas.bundle.js""); var s = document.getElementsByTagName(""script"")[0]; null === (t = s.parentNode) || void 0 === t || t.insertBefore(n, s); })();",Product Question
746,,Agent,2023-09-12 05:10:35.746714,2023-09-12 05:26:17.761013,This is super strange. Do you have a min to get on a call. Happy to take a look and fix it for you meet.google.com,Product Question
746,,Customer,2023-09-12 05:10:35.746714,2023-09-12 05:28:56.026261,let's do it,Product Question
748,Require Tag before closing tickets,Agent,2023-09-12 19:46:06.349274,2023-09-12 19:46:09.034457,but I think it will be out around Nov of this year.,Feature Request
748,Require Tag before closing tickets,Agent,2023-09-12 19:46:06.349274,2023-09-12 19:46:09.034457,Let me check with @Jon OBryan on what we can do in the meanwhile.,Feature Request
748,Require Tag before closing tickets,Agent,2023-09-12 19:46:06.349274,2023-09-12 19:46:09.034457,Not right now. We are building a Automation feature that will allow to control SLA/Routing/Status/Tags workflow etc,Feature Request
748,Require Tag before closing tickets,Agent,2023-09-12 19:46:06.349274,2023-09-12 19:46:09.034457,"Something similar to Chatbot builder, where you can build a set of custom triggers/actions",Feature Request
748,Require Tag before closing tickets,Agent,2023-09-12 19:46:06.349274,2023-09-15 00:31:06.729285,"hey Guilherme, Let me know if you still need any help with this. Thanks",Feature Request
750,,Customer,2023-09-13 13:44:13.385461,2023-09-13 13:44:30.935153,"Hey guys, do you have a mobile app for customer support agents?",Product Question
750,,Agent,2023-09-13 13:44:13.385461,2023-09-15 00:26:25.256788,"Hey Yusuf, We don't have on a mobile application right now, but we have 2 options You can use Atlas Slack Integration to do most things like messaging, assigning ticket, priority, closing/opening ticketsYou can use Atlas in mobile webview. Let me know if this helps. Thanks,Rahul",Product Question
752,,Agent,2023-09-14 15:44:26.202399,2023-09-14 15:44:28.869656,@chris Taking a look.,Bug
752,,Agent,2023-09-14 15:44:26.202399,2023-09-14 16:10:48.557967,"hey Adam, so there's something weird happening with Sendgrid SDK, it returns - domain is valid, but the individual records are unverified. Will check this as well.",Bug
752,,Agent,2023-09-14 15:44:26.202399,2023-09-14 16:12:57.82557,take my money 🤜💰,Bug
752,,Agent,2023-09-14 15:44:26.202399,2023-09-14 17:25:48.470193,@Adam Kaczmarek Also do you have support for dedicated IP,Bug
752,,Agent,2023-09-14 15:44:26.202399,2023-09-14 17:26:33.815137,We want to add a secondary (mostly in Q4) email provider,Bug
752,,Agent,2023-09-14 15:44:26.202399,2023-09-14 17:26:48.640806,in case we get blocked or any issue with sendgrid,Bug
752,,Agent,2023-09-14 15:44:26.202399,2023-09-14 17:27:53.051557,👍 will ping you when we are adding the support for secondary email provider,Bug
752,,Agent,2023-09-14 15:44:26.202399,2023-09-15 00:30:27.2254,"Adam, DNS records should be validated now.",Bug
755,New ticket getting created on customer response,Agent,2023-09-18 14:56:23.208372,2023-09-18 14:56:52.449328,"Yikes, on it @Gabriele Inacio, will let you know what's going on shortly",Product Question
755,New ticket getting created on customer response,Agent,2023-09-18 14:56:23.208372,2023-09-18 14:56:53.741725,checking,Product Question
755,New ticket getting created on customer response,Agent,2023-09-18 14:56:23.208372,2023-09-18 17:07:12.302444,"Hi @Gabriele Inacio, we found the root of the issue.The user that you were talking to here (Jacsantos Assessori) was sending messages from one number (+5511981712104) but Portao3's identify call was resetting his number to the one used in your database (+5511964884965) when he logged in.To resolve this, we’re updating our logic so that your messages will go to the number that started the conversation rather than the number on file for that user.However, to prevent confusion in the future, we’d recommend updating this user’s number in Portao3 so that any new outbound tickets you send to them go to the correct number.",Product Question
757,,Customer,2023-09-18 20:51:50.149243,2023-09-18 20:51:50.872373,"Are you unhappy with your current POS system? Table Needs POS System was designed with your restaurants or bar in mind. We offer a cash discount program that encourages customers to pay quickly, an order flow process that makes taking orders more efficient, and the ability to run your store on less staff. May I give you more information?Thank you for your time,Matthew MazankowskiCROTable Needsmatthew@tableneeds.coRespond with stop to optout.",Sales
757,,Agent,2023-09-18 20:51:50.149243,2023-09-18 20:58:21.207355,"Hey Matthew, nice to meet you! How can we help?",Sales
758,,Customer,2023-09-19 00:14:15.772525,2023-09-19 00:14:46.57648,Do you integrate with any call center applications?,Sales
758,,Agent,2023-09-19 00:14:15.772525,2023-09-19 00:21:34.367041,"Hi Jason, we do! We currently integrate with Dialpad and Aircall. Which tool did you have in mind?",Sales
759,User not receiving chat ,Agent,2023-09-19 13:34:11.033507,2023-09-19 13:45:03.305661,"Gabriele, could you please refresh the page and attempt another response?",Bug
759,User not receiving chat ,Agent,2023-09-19 13:34:11.033507,2023-09-19 14:23:31.221923,Did that work @Gabriele Inacio?,Bug
759,User not receiving chat ,Agent,2023-09-19 13:34:11.033507,2023-09-19 15:42:27.897793,@Gabriele Inacio are you still seeing this?,Bug
763,,Customer,2023-09-19 17:47:54.822808,2023-09-19 17:47:54.822808,"Hi atlas, whats the best way to conditionally show the chat bubble. For example I only want to show the the atlas chat bubble on certain pages. I tried tweaking window.Atlas.chat.stop and start but doesn't work that well",Product Question
763,,Agent,2023-09-19 17:47:54.822808,2023-09-19 17:48:51.710087,"Hey Code, what is the issue you faced with window.Atlas.chat.stop and window.Atlas.chat.start",Product Question
763,,Agent,2023-09-19 17:47:54.822808,2023-09-19 17:50:02.008171,"One other option is to hide the Atlas bubble and show a custom button that you control// Hide the launcher on startupwindow.Atlas.call(""start"", {  chat: {    hideBubble: true   }})",Product Question
763,,Agent,2023-09-19 17:47:54.822808,2023-09-19 17:50:19.836266,to trigger it based on a buttonwindow.Atlas.chat.openWindow(),Product Question
763,,Customer,2023-09-19 17:47:54.822808,2023-09-19 17:50:22.779698,hmm okay let me try that,Product Question
763,,Customer,2023-09-19 17:47:54.822808,2023-09-19 17:51:52.576461,I get a atlas.bundle.js:2445 Atlas Start Error: Atlas start should not be called before Atlas.shutdown() when I switch between pages,Product Question
763,,Customer,2023-09-19 17:47:54.822808,2023-09-19 17:52:08.699115,is there something I should know the way atlas runs?,Product Question
763,,Agent,2023-09-19 17:47:54.822808,2023-09-19 17:52:33.04837,Are you getting this error on try the new method? ,Product Question
763,,Agent,2023-09-19 17:47:54.822808,2023-09-19 17:52:58.329335,I think actually that's the right way to go -- that way Atlas chat will always be there just not showing to client,Product Question
763,,Customer,2023-09-19 17:47:54.822808,2023-09-19 17:52:58.726874,"yea I hae an else ifconst hideAtlasChatBubble = () => { const pagesToHideAtlasChatBubble: String[] = [Path.AUTH]; if (pagesToHideAtlasChatBubble.includes(window.location.pathname)) { window.Atlas.call(""start"", { chat: { hideBubble: true, }, }); } else { window.Atlas.call(""start"", { chat: { hideBubble: false, }, }); } };",Product Question
763,,Agent,2023-09-19 17:47:54.822808,2023-09-19 17:54:31.174782,"what I meant is that you just do this oncewindow.Atlas.call(""start"", {  chat: {    hideBubble: true   }})",Product Question
763,,Agent,2023-09-19 17:47:54.822808,2023-09-19 17:55:22.680765,and then add a floating button that you hide and show Chat With Us ,Product Question
763,,Agent,2023-09-19 17:47:54.822808,2023-09-19 17:55:44.732807,<button onClick={window.Atlas.chat.openWindow()> Chat With Us </button>,Product Question
763,,Customer,2023-09-19 17:47:54.822808,2023-09-19 17:56:19.176537,ahh gotcha,Product Question
763,,Customer,2023-09-19 17:47:54.822808,2023-09-19 17:56:35.439422,"okay if thats the best practice I'll go with that, thanks",Product Question
763,,Agent,2023-09-19 17:47:54.822808,2023-09-21 03:35:25.665077,"Hey Cody, Just wanted to see and check if are still facing any issues with this? I am happy to jump on call if you need any help with the setup. ",Product Question
766,Not able to send messages via Atlas,Agent,2023-09-20 12:12:30.330033,2023-09-20 12:12:33.07916,checking,Bug
766,Not able to send messages via Atlas,Agent,2023-09-20 12:12:30.330033,2023-09-20 12:31:45.615114,"Seems like Marcos is facing this issue in particular.I would suggest to clear the browser cache once, and logout and login. That should take care of the problem.",Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:50:34.050789,Hello guys,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:50:44.681191,I'm facing troubles with the system,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:50:55.548046,I can't reply to messages,Bug
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:50:58.774328,hey Marcos,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:51:16.756615,It kees sending forever,Bug
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:51:22.529649,I am sending you a step by step guide to fix this issue on your end,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:51:26.905203,I already clean my cache browser,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:51:35.102611,and logout and login,Bug
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:51:36.636815,as well sending in a permanent fix,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:51:49.693093,but the problem is still up,Bug
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:55:22.330879,"hey Marcos, please check if you are able to understand these instructions.",Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:55:50.397868,just a moment please,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:55:54.24717,let me check,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:58:09.20035,done,Bug
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:58:33.777792,you should be able to use the application now.,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:58:36.531949,should i refresh my page?,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:58:45.597922,"oh perfect, let me see if it worked",Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:59:07.659497,it worked!,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:59:14.619373,Thank you for your help,Bug
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:59:51.358823,amazing!!Thanks for your patience.We are shipping in a permanent fix.,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 13:00:26.78384,thank u,Bug
768,New ticket getting created on customer response,Agent,2023-09-20 14:00:25.177546,2023-09-20 14:16:01.099285,"The user that (Helysa) was sending messages from one number (+559891523854) but Portao3's identify call was resetting their number to the one used in Portao3 database (+5598984810618) when they logged in.However, to prevent confusion in the future, we’d recommend updating this user’s number in Portao3 so that any new outbound tickets you send to them go to the correct number.",Product Question
768,New ticket getting created on customer response,Agent,2023-09-20 14:00:25.177546,2023-09-20 16:04:50.330721,"@Gabriele Inacio & @Fernando Nery, we’ve seen several cases where:1. customers have a primary number that comes from identify or Hubspot 2. a customer will subsequently send a message from a different number, so they show up as a visitorTo prevent these in the future, if you happen to have a file with your customers with multiple numbers per customer, we can give you a way to upload that so that this doesn’t occur. In the situation where these numbers are numbers you’ve never seen before, we’ll have a Merge Customer flow built in the not-too-distant future to cover these cases.",Product Question
770,,Customer,2023-09-21 08:06:34.934677,2023-09-21 08:06:34.934677,Hi there! How do I install Atlas?,Product Question
770,,Agent,2023-09-21 08:06:34.934677,2023-09-21 08:08:01.587398,"Hi Christopher! To install Atlas, just add the snippet from here to the of your app/website.",Product Question
770,,Agent,2023-09-21 08:06:34.934677,2023-09-21 08:08:41.779939,"If it’d be helpful, I’d be happy to hop on a call to help you get it setup (you can grab a time on my calendar here).",Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 14:49:48.190279,"hey Tiago,if you are just trying out the APIs, I would suggest to drop customFields for now.There's a bug, and the fix would be shipped by the end of the day today.You can try adding custom fields from tomorrow onwards, ince the fix gets shipped.",Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 14:52:47.880683,"that is try with just}    status: 'OPEN',    customerId: ,    subject: Alteração de reserva (${order.id}),    messages: [      {        text: standardTicketMessage,        senderId: ,        side: 'test',      },    ],}",Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 14:58:43.209737,"Will ping here once the fix for custom fields has been shipped.Do let me know if you have any questions about using the APIs.Also, wherever you feel like the APIs can be made more developer friendly, please share your suggestions, we will prioritize and ship.",Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 17:53:11.929269,Customer Id could be one of the three ids• email• portao database id • actual customer id (atlas database id),Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 17:54:49.477406,"side refers to this enumenum Side {    CUSTOMER = 1,    AGENT = 2,}using the side + id, we validate if the customer or agent exists or not",Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-24 10:30:45.574964,@Tiago Mendonca the fix is in the production. Please test and let me know.,Product Question
773,,Customer,2023-09-22 11:07:53.723296,2023-09-22 11:08:08.511906,"Hello, I'd like to know if Atlas is HIPAA compliant",Product Question
773,,Customer,2023-09-22 11:07:53.723296,2023-09-22 13:18:12.189111,"I would like to know if Atlas's email ticketing system supports 1) Changing the ""Reply from"" field. 2) Adding a BCC field. 3) Uploading custom images to each email.",Product Question
773,,Agent,2023-09-22 11:07:53.723296,2023-09-22 14:25:19.904658,"Hi Steph! We’re not presently HIPAA compliant unfortunately. We are getting our SOC 2 certification at the moment, however.For your questions:1. Reply from: You can set your domain globally for responses and we let you receive emails on multiple addresses, but we don’t currently let you specify a “Reply from” on a per ticket basis.2. BCC: We do support BCC.3. Images: You can attach any image to emails.Happy to hop on a chat for more details if it’s helpful!",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 19:26:07.15174,Hi! I was wondering what the best way to conditionally show/hide the chat is?,Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 19:26:33.921404,"I am using: window.Atlas.call('start', { chat: { hideBubble: false } });and window.Atlas.shutdown();",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 19:27:06.659521,Is there any way to update hideBubble value without having to shutdown and start again?,Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 19:27:40.771572,"Hey Chris, yes so you start with hiding the bubblewindow.Atlas.call(""start"", {  chat: {    hideBubble: true,   }})",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 19:28:53.260271,And then add a custom button who visibility you control and on click on that button you can do the followingwindow.Atlas.chat.openWindow(),Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 19:31:59.833841,Ah so I need a custom button. Thanks!,Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 20:11:03.994551,"Also, is there any way to disable session recording? Or is it required?",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 20:12:10.725519,"you can disable by passing thewindow.Atlas.call(""start"", {  recording: {    enabled: false  }})",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 20:12:57.799338,"Perfect, thanks so much!",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 20:13:51.550305,"And sorry about this last one, but is there a way to clear ""identity"" after someone logs out/event?",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 20:33:35.288636,We don’t have a way to logout (other than shutdown/start) right now but let me add that today (we have that method internally as a private method just not exposed to be called from SDK),Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 20:33:52.884328,I will ping you later tonight or tomorrow when it is live,Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 20:34:16.550983,"Ah that would be much appreciated, thanks Rahul! Love the product btw!",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 20:36:25.674896,Appreciate the kind words 🙏 We are also a small startup and would love any feedback you have (feature requests/bugs),Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 20:41:47.716448,For sure! I actually stumbled upon you guys while on loops.so website and thought the chat looked super clean!,Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-24 21:26:08.794503,"Chris, you should be able to logout the user now -- window.Atlas.logout() . Let me know if you need anything else.",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-27 17:29:52.189137,Awesome thanks! Sorry for late reply!,Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-27 17:30:23.94785,"Also we got an email from Jon about leaving Atlas, but our feature flag was just disabled in Prod since we just released it",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-27 17:36:26.378939,"Got it! Do you guys use Slack Connect, we can create shared slack channel so it is easier to provide feedback, report any issues.",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-27 17:44:44.605475,"Yeah we do, that'd be awesome!",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-27 17:49:08.843794,Great. just sent an invite!,Product Question
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:31:00.735978,"hey guyss, good morning!is everything okay with atlas today?tried to creat a new customer and it's returning a ""server erro"". also the snooze buttom isn't working well (tried to snooze 2 tickets to custom date and time and the ticket didn't get snoozed. only worked when i chose one of the other options (next week)",Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:32:04.41712,"hey Marcia, checking this now.But, yes the app is stable and running well.",Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:36:52.342567,The server error is because the customer already exists with the specified email -- app.getatlas.ioI would suggest to add the phone number directly to the customer profile.,Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:37:12.949805,I have added the number to the customer profile for you,Bug
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:39:05.741562,"Ohh, I see! after the error, i tried searching for the customer but when i tried typing her email, the box did'nt allow me to type anything",Bug
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:39:37.880988,closed the box and tried to search first (intead of trying to create the customer and coming back) and it worked,Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:40:22.973619,ah! ok.,Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:40:26.321931,Will take a look at these two errors• Not allowing to type in search customer if something goes wrong• Snooze ticket.,Bug
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:41:12.475453,"thankss a lot, piyush!also, the search mechanism hasn't been working well either, could u take a look at it too?",Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:41:48.404303,oh! Fixing search on priority...,Bug
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:42:01.890983,its the same when i try searching for an email directly on the search box or use the ctrl + kit doesn't filter right,Bug
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:42:25.072843,"oh, thats great!",Bug
777,Does Atlas has phone as a channel?,Customer,2023-09-25 12:39:58.160342,2023-09-25 12:39:58.160342,"Guys, good morning!I saw that there is an icon inside the Atlas that looks like something related to telephone connections.From what I understand we don't have this functionality, or do we?",Product Question
777,Does Atlas has phone as a channel?,Agent,2023-09-25 12:39:58.160342,2023-09-25 12:44:55.508244,"Good morning, Gabriele!We don’t have a direct integration with the telephony providers.This button is displayed in the top right of the customer profile when they have an associated phone number.Clicking it will prompt to call the customer from the default application on agent’s computer that handles calls such as Zoiper or its alternatives. This needs to be set up separately with a telephony provider.",Product Question
777,Does Atlas has phone as a channel?,Customer,2023-09-25 12:39:58.160342,2023-09-25 12:53:22.328543,Thanks!,Product Question
777,Does Atlas has phone as a channel?,Agent,2023-09-25 12:39:58.160342,2023-09-25 15:36:10.653781,"@Gabriele Inacio, happy to talk more details here as well. @Fernando Nery and I discussed this before setup as a possibility. We currently support two integrations: Dialpad and Aircall. Both of these will allow you to make outbound calls from Atlas and see inbound calls in your customer timelines as well.Let me know if you’d like to chat more about it!",Product Question
779,Atlas running slow?,Customer,2023-09-26 13:21:39.320679,2023-09-26 13:21:39.320679,"Hi guys, are we experiencing some instability?Messages are taking a long time to load.",Bug
779,Atlas running slow?,Agent,2023-09-26 13:21:39.320679,2023-09-26 13:22:01.726356,@Gabriele Inacio taking a look. Is there a particular profile that's loading slowly for you?,Bug
779,Atlas running slow?,Agent,2023-09-26 13:21:39.320679,2023-09-26 13:31:04.79949,hey @Gabriele Inacio per our monitoring logs the system seems to be stable. It could be an issue specific to user.Trying to figure that out.,Bug
779,Atlas running slow?,Customer,2023-09-26 13:21:39.320679,2023-09-26 13:34:08.654802,the slowness was reported by the team.It could be something with our connection,Bug
779,Atlas running slow?,Customer,2023-09-26 13:21:39.320679,2023-09-26 13:34:28.215677,apparently it's normal now,Bug
781,Ticket auto opening without any response?,Customer,2023-09-26 14:07:07.157542,2023-09-26 14:07:07.157542,"Another point to mention is that sometimes customers send some content that we can't view. I even asked if it was an image, but the response was negative.In this example, you can see a message notification with no information.",Bug
781,Ticket auto opening without any response?,Agent,2023-09-26 14:07:07.157542,2023-09-26 14:07:53.795411,Checking for the message contents.,Bug
781,Ticket auto opening without any response?,Agent,2023-09-26 14:07:07.157542,2023-09-26 14:26:15.193556,seems like the message actually didn't come in with any attachments. Looking further on Twilio's side.,Bug
781,Ticket auto opening without any response?,Agent,2023-09-26 14:07:07.157542,2023-09-26 14:33:26.066168,"just checked on Twilio, seems like actually there was no text or attachment received on the Twilio's end, so it didn't get forwarded to Atlas.",Bug
781,Ticket auto opening without any response?,Customer,2023-09-26 14:07:07.157542,2023-09-27 13:03:58.632159,"Hey @Piyush Raj, thanks for the update. What could this be than? I don't think that it is possible to send an empty message/text on WhatsApp",Bug
781,Ticket auto opening without any response?,Customer,2023-09-26 14:07:07.157542,2023-09-27 13:04:12.212933,could this be a ping of sorts that we should ignore on Atlas so the ticket doesn't reopen?,Bug
781,Ticket auto opening without any response?,Customer,2023-09-26 14:07:07.157542,2023-09-27 13:05:15.436992,"@Gabriele Inacio se vc puder pedir para o cliente mandar um screenshot da tela dele no whatsapp dele, talvez ajuda a debugar o que foi essa mensagem que recebemos (talvez ele enviou e excluiu, por exemplo?) ou se realmente não foi nada",Bug
