ticket_number,ticket_subject,sent_by,ticket_created_on,message_created_on,message,tags
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:50:34.050789,Hello guys,Bug
768,New ticket getting created on customer response,Agent,2023-09-20 14:00:25.177546,2023-09-20 14:16:01.099285,"The user that (Helysa) was sending messages from one number (+559891523854) but Portao3's identify call was resetting their number to the one used in Portao3 database (+5598984810618) when they logged in.However, to prevent confusion in the future, we’d recommend updating this user’s number in Portao3 so that any new outbound tickets you send to them go to the correct number.",Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-20 20:17:15.511196,I think I get it,Product Question
770,,Customer,2023-09-21 08:06:34.934677,2023-09-21 08:06:34.934677,Hi there! How do I install Atlas?,Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 14:49:48.190279,"hey Tiago,if you are just trying out the APIs, I would suggest to drop customFields for now.There's a bug, and the fix would be shipped by the end of the day today.You can try adding custom fields from tomorrow onwards, ince the fix gets shipped.",Product Question
773,,Customer,2023-09-22 11:07:53.723296,2023-09-22 11:08:08.511906,"Hello, I'd like to know if Atlas is HIPAA compliant",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 19:26:07.151740,Hi! I was wondering what the best way to conditionally show/hide the chat is?,Product Question
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:31:00.735978,"hey guyss, good morning!is everything okay with atlas today?tried to creat a new customer and it's returning a ""server erro"". also the snooze buttom isn't working well (tried to snooze 2 tickets to custom date and time and the ticket didn't get snoozed. only worked when i chose one of the other options (next week)",Bug
777,Does Atlas has phone as a channel?,Customer,2023-09-25 12:39:58.160342,2023-09-25 12:39:58.160342,"Guys, good morning!I saw that there is an icon inside the Atlas that looks like something related to telephone connections.From what I understand we don't have this functionality, or do we?",Product Question
779,Atlas running slow?,Customer,2023-09-26 13:21:39.320679,2023-09-26 13:21:39.320679,"Hi guys, are we experiencing some instability?Messages are taking a long time to load.",Bug
780,Add customer phone and email back in switch customer modal,Customer,2023-09-26 13:35:42.353362,2023-09-26 13:35:42.353362,I noticed that there was a change in this field:,Feature Request
781,Ticket auto opening without any response?,Customer,2023-09-26 14:07:07.157542,2023-09-26 14:07:07.157542,"Another point to mention is that sometimes customers send some content that we can't view. I even asked if it was an image, but the response was negative.In this example, you can see a message notification with no information.",Bug
782,,Agent,2023-09-27 02:07:52.268924,2023-09-27 02:08:54.042014,"how can we help you, Jason?",Sales
784,,Agent,2023-09-27 07:11:33.086892,2023-09-27 07:15:39.821060,Hi Noah! How can I help you today?,Sales
785,,Customer,2023-09-27 16:17:28.719289,2023-09-27 16:17:28.719289,"some bugs in the help centre editor, like I can't find a way to delete this image:",Bug
787,,Customer,2023-09-27 20:51:14.344871,2023-09-27 20:51:14.344871,Hi how can we update billing and see our invoices,Sales
789,Fallback logic update,Customer,2023-09-28 21:19:28.927841,2023-09-28 21:19:28.927841,@here I’m seeing responses being sent via chat (not email) even though the member is no longer live on the site:Examplesapp.getatlas.ioapp.getatlas.ioapp.getatlas.io,Product Question
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 09:26:04.298071,how do i implement chat in a sveltekit app?,Feature Request
791,,Customer,2023-09-29 15:17:25.582506,2023-09-29 15:17:25.582506,hi,Bug
793,,Customer,2023-09-30 12:55:37.767569,2023-09-30 12:55:37.767569,I'm creating a chatbot and i have a question,Product Question
794,Sidebar Email doesn't contain history of sidebar,Customer,2023-09-30 17:09:30.830107,2023-09-30 17:09:30.830107,"#86887Guys, our supplier informed us that the history is not reaching them, could you check?",Feature Request
798,Message Failure not shown,Customer,2023-10-02 13:00:04.217052,2023-10-02 13:00:04.217052,Good morning.I was unable to send this message.It would be interesting to have some possibility of visualizing the reason for the error.If it was something that I made a mistake or it is something related to the system.,Bug
800,,Customer,2023-10-02 16:40:43.339889,2023-10-02 16:40:43.339889,"Hey Jon, I was just checking our DNS records in Atlas and they still look like they're unverified. We have had them set up for a while now, though — was wondering what might be going on?",Feature Request
802,,Customer,2023-10-02 22:54:49.962496,2023-10-02 22:54:49.962496,we noticed in our screen recordings that the file picker for uploading in atlas was throwing a ton of these,Feature Request
803,,Customer,2023-10-03 15:09:07.901884,2023-10-03 15:09:07.901884,"hey guys, is everything okay with the platform?cant leave this page",Bug
806,,Customer,2023-10-04 02:05:23.007621,2023-10-04 02:05:49.111215,How do I integrate this into my app?,Sales
809,User created two chat tickets,Customer,2023-10-04 12:36:04.371202,2023-10-04 12:36:04.371202,#91492#91508This is a duplicate ticket via CHAT.,Bug
810,,Customer,2023-10-04 13:30:00.076134,2023-10-04 13:30:00.076134,hey there,Bug
812,Re:[## 2794248 ##]  TENTATIVA DE ISENÇÃO DE MULTA,Customer,2023-10-04 19:48:16.183375,2023-10-04 19:48:16.183375,"Boa tarde Marcos,tudo bem?Como solicitado,estamos em contato com o hotel e nosso fornecedor para verificar a possibilidade de isenção da reserva 888024-940194 :Lembrando que se trata de uma tentativa,sem a garantia de sucesso do pedido.Número da Reserva na Iterpec 888024-940194 Cliente/Credencial Portão 3-(COM/CC/À VISTA)Data de check in-09/10/2023 Data de check out-11/10/2023 Pax principal Mr Josuel Ricardo funes Hotel ibis Sao Jose dos Campos Colinas Quarto SINGLE STANDARD Regime Café da manhã Em breve,retornaremos o contato.Um abraço,Janis Pompílio Operação .Brazil+55 11 35007975 Europe+318 520 88 415 As solicitações sempre devem ser encaminhadas para o e-mail operacao@iterpec.com Atendimento emergencial:Após às 19h00 e finais de semana,o suporte é 100%direcionado para questões emergenciais de passageiros em viagem.Dúvidas sobre reservas e operação–operacao@iterpec.com Dúvidas financeiras–financeiro@iterpec.com Manual de Implantação:https://iterpec.com/implantacao/----Em Wed,4 Oct 2023 13:47:24-0300 ""Marcos Telles(Portao 3)""<support@getatlas.io>escreveu----Boa tarde,Gentileza tentar a isenção com o hotel.O pax teve um imprevisto e precisou mudar a data,ele tem mais de uma reserva confirmada com o hotel para os proximos dias.Tentem com eles essa isenção.RESERVA:888024-940194 pax:Josuel Ricardo Funes Atenciosamente,Marcos Telles-Portão 3 Reply to this email directly to update this conversation.Delivered by Atlas on behalf of Portao 3 d4b9cd68-24b2-48fc-b1de-d31fb5152f12 ",Spam
813,Search improvments,Customer,2023-10-04 21:54:39.008974,2023-10-04 21:54:39.008974,"Helpful improvements?• trim my search string• after I edit the search item, shouldn't duplicate quotes?",Feature Request
814,Retool in infopane?,Customer,2023-10-05 00:02:08.440365,2023-10-05 00:02:08.440365,"Bug? Need help though.Our internal dashboard is not loading. I think this is something to do with Google Sign In page refusing to be loaded inside an iframe? It used to work on Zendesk though, so I can't figure it out myself",Product Question
815,Sidebar doesn't contain history of sidebar message,Customer,2023-10-05 00:02:28.910877,2023-10-05 00:02:28.910877,"Hey, could you help me understand why this sidebar arrived without a history from our supplier?Sidebar #63920: Alteração de reserva MUGLST",Bug
817,Custom Inbox contain not qualified tickets,Customer,2023-10-05 13:57:24.263051,2023-10-05 13:57:24.263051,"Hey, guys.Doubt:In the tickets tab, shouldn't it only return emails with an open status?",Bug
818,Not able to send a whatsapp message,Customer,2023-10-05 15:13:18.405513,2023-10-05 15:13:18.405513,"Hey,Could you help me with how I start a WhatsApp conversation with a client?I remember that the customer would receive a standard message, and upon accepting the conversation would begin.We tried to carry out this process but without success.#91866",Bug
819,,Customer,2023-10-05 16:11:29.522453,2023-10-05 16:11:29.522453,cast problem,Product Question
820,Change Read/Unread status in Inbox,Customer,2023-10-05 17:20:48.735183,2023-10-05 17:20:48.735183,"Guys, I wish there was some way for the team to see that the customer responded without having to open the ticket...I notice that some tickets are in bold, but that doesn't mean the customer responded...It makes sense?",Feature Request
821,,Customer,2023-10-05 19:43:10.581503,2023-10-05 19:43:10.581503,Hey just tried to generate tickets from Slack added the ticket emoji to a message but not seeing the ticket,Product Question
822,Atlas slow?,Customer,2023-10-06 18:02:00.570053,2023-10-06 18:02:00.570053,"guys, hello",Bug
824,Not able to assign tags,Customer,2023-10-06 19:04:22.7343,2023-10-06 19:04:22.734300,Hey!,Bug
825,Email not going out because of wrong email address,Customer,2023-10-07 13:41:11.792949,2023-10-07 13:41:11.792949,"Guys, we're having trouble sending emails...",Product Question
826,Re: Re: An update on your Rootine subscription,Customer,2023-10-08 19:09:37.927781,2023-10-08 19:09:37.927781,"Hi!I’ve cancelled my credit card that you have on file.I also want to pause future shipments as I’m still working through my last shipment.I have not been as disciplined in taking them as I should:(.Thank you.Judy laske Sent from Proton Mail for iOS On Fri,Jun 30,2023 at 6:56 AM,laskej<laskej@proton.me >wrote:thank you.please add the vitamin D to my order in August and I’ll supplement with the B12.thanks!Sent from Proton Mail for iOS On Thu,Jun 29,2023 at 10:53 PM,Jocelyn Weigel(Rootine)<support@getatlas.io >wrote:Jocelyn Weigel responded to ticket#12779 Rootine Jocelyn Weigel responded to ticket#12779 🔔New Response🔔Hi Judy,Thank you for following up!We're able to accommodate the Vitamin D dosage but the maximum amount of B12 we can include is 7.5mcg.Would you like us to include the 7.5mcg?As an alternative,we can always remove it completely and you'd be able to supplement with B12 outside of Rootine.Jocelyn Weigel Jun 29,09:53 PM Reply to this email directly to update this ticket.Delivered by Atlas on behalf of Rootine 5275ad49-05c8-4c2e-9391-125c5ef60d27 ",Spam
827,,Customer,2023-10-09 14:22:22.640897,2023-10-09 14:22:57.036826,how do i start chatting,Sales
828,Attach history to sidebar,Customer,2023-10-09 15:34:33.98991,2023-10-09 15:34:33.989910,Good morning. How are you doing?Could you help me understand why the history of this email didn't go to the vendor even though I responded in the sidebar?,Feature Request
836,New Sidebar message doesn't open the ticket,Customer,2023-10-10 19:54:59.166489,2023-10-10 19:54:59.166489,"Guys, help me understand why this ticket wasn't reopened even after the customer responded to us via email?",Bug
837,Allow ticket.status to be multi valued field in search,Customer,2023-10-10 22:46:08.763804,2023-10-10 22:46:08.763804,"I tried to create this rule, but the system did not allow me to select open and snoozed.",Feature Request
838,Your reliable Partner helps enlarge your business in the Global market.,Customer,2023-10-11 06:11:25.673481,2023-10-11 06:11:25.673481,"Hi Friends,I hope you are doing well!I am Martin a senior project manager,from Mars Translation,an ISO 17100:2015,EN 15038:2006 Certified,ISO 9001:2015 Certified Language Services provider.Mars Translation is a certified language service provider with a mission to provide professional language services including:·Translation and Localization ·Transcreation ·Copywriting ·Multilingual Desktop Publishing(DTP)We could do almost 230+language pairs worldwide now.Besides,we’re specialized in 38 fields,having 30,000+linguists,14+branches including overseas,20+experiences,and 600+employees.As our company is in Asia,we particularly specialize in all Asian languages and rare languages.Our dedicated support teams can provide exactly the level of service your organization needs in a friendly,helpful,and cost-efficient manner.Thanks again and Looking forward to hearing from you very soon!Have a nice day!Best regards,Martin I apologize for the blunt nature of my email,but I sincerely hope you can find it helpful or worth saving for future reference.",Spam
839,Add channels to routing rules,Customer,2023-10-11 12:21:20.940219,2023-10-11 12:21:20.940219,Hi guys good morning!Help me understand this automatic response?#93148,Product Question
840,,Customer,2023-10-11 18:43:03.205669,2023-10-11 18:43:03.205669,Can we ban a user from the chat,Feature Request
841,,Customer,2023-10-11 19:12:43.88479,2023-10-11 19:12:43.884790,"would be great if i could search up an endpoint on my site, like /pricing, and see all the screen recordings from there",Product Question
844,,Customer,2023-10-11 22:38:56.955006,2023-10-11 22:38:56.955006,i want play fortnite,Spam
845,,Customer,2023-10-12 23:22:09.371119,2023-10-12 23:22:09.371119,how do i add more people on here to text,Product Question
846,,Customer,2023-10-13 19:06:01.281901,2023-10-13 19:06:01.281901,@Jon OBryan i THINK our twilio has finally been verified! Anything we need to do to update things in Atlas and start sending texts again?,Bug
850,,Customer,2023-10-16 15:23:51.841397,2023-10-16 15:24:53.552190,Ninja arashi game install hojayegi,Sales
851,,Customer,2023-10-16 17:00:24.923445,2023-10-16 17:00:24.923445,"Hey guys, is it possible to add CCs when creating a conversation with the channel type ""email""?",Product Question
852,,Customer,2023-10-16 23:12:50.660468,2023-10-16 23:12:50.660468,Big req for handling text breaks,Bug
854,Re:[## 2810523 ##]  TENTATIVA ISENÇÃO DE MULTA - 896043,Customer,2023-10-17 13:20:18.372566,2023-10-17 13:20:18.372566,"Olá prezados,Tudo bem?É com satisfação que retornamos o contato com a resposta positiva sobre a isenção da reserva 896043-948524.Nosso financeiro está ciente desta tratativa,para qualquer informação adicional enviar e-mail para financeiro@iterpec.com .Por favor,pedimos que acompanhem os e-mails de notificação.Um abraço.Renan Silva Operação .Brazil+55 11 35007975 Europe+318 520 88 415 As solicitações sempre devem ser encaminhadas para o e-mail operacao@iterpec.com Atendimento emergencial:Após às 19h00 e finais de semana,o suporte é 100%direcionado para questões emergenciais de passageiros em viagem.Dúvidas sobre reservas e operação –operacao@iterpec.com Dúvidas financeiras –financeiro@iterpec.com Manual de Implantação :https://iterpec.com/implantacao/----Em Wed,11 Oct 2023 09:46:13-0300 ""Marcos Telles(Portao 3)""<support@getatlas.io>escreveu----Bom dia,Essa reserva deveria estar cancelada,,mas meu colega que atendeu a cliente não a enviou a tempo.Por gentileza,poderiam ver se o hotel isentaria essa reserva?Ela não foi utilizada.Detalhes da reserva:896043-948524 Pax principal:Rogerio Dias Att,Marcos Telles Reply to this email directly to update this conversation.Delivered by Atlas on behalf of Portao 3 3bb2b3e0-5dbd-49f3-99fa-b59d9dba408c ",Spam
855,ATENDIMENTO ASSIST CARD,Customer,2023-10-17 14:27:18.837436,2023-10-17 14:27:18.837436,"Prezado Cliente,Obrigado por entrar em contato com a Assist Card.Sua solicitação já foi recepcionada através do Protocolo 486715246,Contamos com sua colaboração e pedimos que aguarde nosso retorno dentro dos prazos abaixo:-Para solicitação de cadastro o prazo é de até 48hs úteis -Para solicitação de cancelamento/alteração o prazo é de até 72hs úteis -Para solicitação de reembolso/estorno de voucher já cancelado o prazo é de até 07 dias úteis -Para solicitação referente a área de Comissão o prazo é de até 48 horas úteis -Para solicitação referente a Logins e ajustes do Acnet o prazo é de até 72hs dias úteis -Para solicitação referente a Carta Comprobatória o prazo é de até 48hs úteis -Para solicitação referente a fatura e boleto o prazo é de até 48 horas úteis Atenciosamente,Assist Card do Brasil",Spam
856,,Customer,2023-10-17 14:36:55.242559,2023-10-17 14:36:55.242559,"Feature Request.We wanted to force agents to select at least 1 tag before closing a ticket.We understand this is not possible to do with the current Tags functionality.We've tried to add a Custom Field for tags to be a list, because this one could force to be filled before closing a ticket, but it only allows us to select 1 item from the list.Can we either:• add a configuration to tags so that it is required to close a ticket• add a multiple selection field on custom fields?",Feature Request
857,Webhook JSON format,Customer,2023-10-17 15:14:21.714228,2023-10-17 15:14:21.714228,"Feature Request. Low Priority.Can we get a webhook for session recording finished and account edited ?I am building an Atlas Source on Segment to be able to have Atlas data into our BI and it would be nice to have the links for session recordings in there.Account is a plus, more on making sure data is synced correctly between everyone.",Bug
858,,Customer,2023-10-17 18:40:12.781459,2023-10-17 18:40:12.781459,Minor thing,Product Question
862,,Customer,2023-10-18 15:12:57.4674,2023-10-18 15:12:57.467400,"Hey @Piyush Raj, can I get some additional help on webhooks?Can you send me a payload example of conversation and customer webhooks?",Product Question
863,,Customer,2023-10-18 15:15:19.677932,2023-10-18 15:15:19.677932,chat seems a bit broken for at least one user,Bug
868,Sidebar image create overflow the space causing content to be hidden,Customer,2023-10-19 14:45:58.328046,2023-10-19 14:45:58.328046,"Hey!Guys, do we have plans to improve the visualization of sidebar content?An example is this ticket: Sidebar #64205: FMLVET Reservation CancellationI can't see everything because there is no scroll bar.",Bug
870,,Customer,2023-10-20 22:22:45.090977,2023-10-20 22:22:45.090977,how can i add friends,Sales
871,Chat got disconnected,Customer,2023-10-20 23:37:24.536226,2023-10-20 23:37:24.536226,"hey all, looks like some messages are dropping",Bug
875,,Customer,2023-10-23 09:02:29.173195,2023-10-23 09:02:29.173195,How can I reposition the chatbox?,Product Question
876,,Customer,2023-10-23 14:35:44.568933,2023-10-23 14:35:55.211818,"Connect with VCs/ AngelsHey - we're bringing together a ton of VCs and founders at the New England Venture Summit this December 12th and 13th in Boston Dedham and wanted to see if you'd like to join us and/or apply to present.Share your email and I'll have my colleague email you.Best,Preston.",Sales
877,,Customer,2023-10-23 17:57:01.772116,2023-10-23 17:57:01.772116,"@here hey Atlas team. I'm trying to create a new Inbox and having some trouble. I select the search bar, click ""Create Inbox"", enter ""Refund Requests"" for inbox name, and select all for users with access. I've tried this twice and each time it says ""Inbox Created"" but then it doesn't appear anywhere. Is this the right way to do this?",Product Question
878,,Customer,2023-10-23 19:08:00.32886,2023-10-23 19:08:00.328860,"Hi, if I send a message to a customer via chat but they don't read it in chat, will it be delivered via email?",Product Question
879,,Customer,2023-10-23 19:34:07.456865,2023-10-23 19:34:07.456865,When a ticket is created from Slack - would you be able to add a link to the Slack thread in Atlas? Was trying to reference another ticket in a customer response but since those aren't public facing yet would like to be able to copy/paste link to previous thread,Feature Request
880,,Customer,2023-10-23 19:53:11.558805,2023-10-23 19:53:11.558805,"hey @Alkarim Lalani We released the two features that you want, give them a try and let me know if you have any questions/feedback.• Ability for customers to create a ticket • Ability fro customers to assign priority of a ticket You can change them in your Slack Configuration.",Feature Request
881,,Customer,2023-10-25 04:17:42.75629,2023-10-25 04:17:42.756290,install,Product Question
883,,Customer,2023-10-25 12:29:47.65074,2023-10-25 12:29:47.650740,delete account,Product Question
884,,Customer,2023-10-25 14:16:06.451043,2023-10-25 14:16:31.055024,"Hey folks, a fellow YC founder here looking for a ticketing software. Is Atlas HIPAA-compliant?",Product Question
888,create custom report,Customer,2023-10-27 15:52:51.125851,2023-10-27 15:52:51.125851,"Hey, guys!I would like to know if it is possible to extract this report model within the atlas.I need to monitor these indicators every day.",Bug
889,,Customer,2023-10-30 07:43:37.006436,2023-10-30 07:43:41.905646,Do you have a mobile app?,Product Question
891,,Customer,2023-10-30 15:06:54.507673,2023-10-30 15:06:54.507673,@here Atlas running very slow the past few days - taking a while to load.,Bug
892,Questions about snooze?,Customer,2023-10-31 16:41:34.829204,2023-10-31 16:41:34.829204,"""Hello folks, can you create a snooze button on this bottom bar?",Product Question
894,,Customer,2023-11-02 13:46:08.971295,2023-11-02 13:46:28.500548,Hi just testing and wondering how does this compare to Crisp chatbox,Sales
896,,Customer,2023-11-03 18:54:58.701068,2023-11-03 18:55:20.917462,Looks like you've built a nice competitor to Intercom!,Sales
899,,Customer,2023-11-05 21:40:09.764454,2023-11-05 21:40:09.764454,Hey - tried to setup CNAME record for the KB on Cloudflare but getting an error: DNS Validation Error (Code: 1004) Content for CNAME record is invalid.,Product Question
902,Wrong status on a email,Customer,2023-11-06 22:36:49.196532,2023-11-06 22:36:49.196532,"So, here's the thing. I was communicating with a client through email. The first response was sent without any problem, but my last email is returning as 'failed'. Can you check what happened? That wasn't supposed to happen, since we were already in conversation with the client through that channel",Product Question
903,,Customer,2023-11-06 22:53:41.559629,2023-11-06 22:53:41.559629,"hey guys! found a bug: when I search a keyword in my session recordings, it doesn't sort by date (it used to before)",Bug
904,,Customer,2023-11-07 10:19:26.103525,2023-11-07 10:19:26.103525,How can I get my invoices?,Sales
907,,Customer,2023-11-07 17:34:40.896955,2023-11-07 17:34:40.896955,Getting an error when I set priority,Product Question
909,,Customer,2023-11-08 16:01:38.938954,2023-11-08 16:01:38.938954,"Version history on Help Centre content, and which user made changes for each version would be helpful.",Feature Request
910,SLA icon on Inbox?,Customer,2023-11-09 13:42:50.819472,2023-11-09 13:42:50.819472,"Another question:I would like to know if it is possible to improve the visualization of tickets that are exceeding the TPR (first response time).Currently our TPR is 10 minutes.Maybe put the TPR count outside the ticket as well, or change the color of the ticket over time.",Feature Request
911,Sidebar report,Customer,2023-11-09 16:43:38.764545,2023-11-09 16:43:38.764545,"Hey!Guys, I would like to know if it is possible to extract a report from the sidebar.",Feature Request
912,Secure cookie on AtlasIndenity,Customer,2023-11-12 18:36:31.164728,2023-11-12 18:36:31.164728,Hey! I was wondering if there was any way to set the Secure flag for Atlas-specific cookies?,Product Question
913,Allow able to close multiple tickets when required custom field is present,Customer,2023-11-13 16:23:31.279565,2023-11-13 16:23:31.279565,"Hello everyone, can you help us with an issue? I need to close multiple tickets at once by pressing the 'C' key, but every time I try, it doesn't allow me to proceed because I can't click on this checkbox for all the tickets. I have to click on this additional costs checkbox one by one, and it makes everything slower. Can't you adjust this checkbox so that I can select it for all at once, without having to go through each one individually?",Feature Request
914,Closed tickets showing in custom inboxes,Customer,2023-11-13 23:32:36.29498,2023-11-13 23:32:36.294980,hey guys there's something weird,Bug
915,Ability to able to click on Sentry Events,Customer,2023-11-15 14:40:42.028603,2023-11-15 14:40:42.028603,It would be great to be able to click on the sentry issue here:,Feature Request
916,Add ability to link Linear ticket in customer profile,Customer,2023-11-15 15:34:39.097601,2023-11-15 15:34:39.097601,"Also, how can we create linear tickets from a Atlas conversation?",Feature Request
917,Show a confirm model if changes are not saved,Customer,2023-11-15 15:35:29.325811,2023-11-15 15:35:29.325811,Some more feedback: when I was changing the Slack setting I didn’t realize I had to save the changes. The button was below the fold and I didn’t see it so I assumed it had autosaved,Feature Request
921,,Customer,2023-11-15 21:25:32.868493,2023-11-15 21:25:32.868493,"saw you guys changed the domain - nice!Ran into some issues where my whole site wouldn't load. Did some inspecting, looks like the atlas script wasn't loading.I think i fixed it by migrating to the new code",Product Question
922,Sidebar Error | Theme,Agent,2023-11-16 12:51:15.017618,2023-11-16 12:51:15.017618,"hey AlexandreIf you are facing a challenge while creating sidebar messages, please note that we have noticed the error and have shipped a fix.You should be able to use the sidebar feature in next 30 minutes.Will update you once it is ready.",Bug
923,Sidebar Error | Theme,Agent,2023-11-16 12:52:50.702321,2023-11-16 12:52:50.702321,"hey CarlosIf you are facing a challenge while creating sidebar messages, please note that we have noticed the error and have shipped a fix.You should be able to use the sidebar feature in next 30 minutes.Will update you once it is ready.",Bug
924,Not able to send email via Sidebars,Customer,2023-11-16 13:03:25.092509,2023-11-16 13:03:25.092509,"guys, there's something wrong",Bug
925,Ticket status not correct in custom inbox,Customer,2023-11-16 16:24:25.954034,2023-11-16 16:24:25.954034,Hey guys,Bug
926,Chat got disconnected,Customer,2023-11-16 18:48:20.398113,2023-11-16 18:48:20.398113,"Guys, there's something weird",Bug
928,Question about API,Customer,2023-11-17 12:30:29.712626,2023-11-17 12:30:29.712626,"Hi everyone, good morning. Could you help me with a question? This type of ticket is automatically created through an integration we have with Retool. Is it possible for them to be created with a closed status and assigned to my users? Currently, they are being created as open and assigned to Gabrielle, which is incorrect. How could I correct this?",Product Question
929,,Customer,2023-11-17 20:29:22.924284,2023-11-17 20:29:22.924284,"Hey, getting an error with Google Tag Manager",Product Question
931,,Customer,2023-11-19 10:49:28.3204,2023-11-19 10:49:33.476113,Hello,Sales
932,,Customer,2023-11-20 16:42:23.328537,2023-11-20 16:42:23.328537,The Atlas chat icon is a bit in the way on session recordings. Especially when there are events/errors being logged in that part of the recording,Feature Request
933,Allow multi value select in customer.account in search,Customer,2023-11-20 16:52:00.237898,2023-11-20 16:52:00.237898,"Hey, guys!I need your help so I can also have this option in the customer filter:",Feature Request
934,Multi Value custom field,Customer,2023-11-20 18:54:31.409842,2023-11-20 18:54:31.409842,"Guys, good morning.We talked at the last meeting about the need to make the TAG mandatory when closing the ticket.Have we made any progress on this?",Feature Request
935,Undoing using control Z,Customer,2023-11-22 03:11:22.921467,2023-11-22 03:11:22.921467,Feature request: keyboard shortcut for undo (Ctrl+Z). I accidentally closed a ticket and wanted to undo it but ctrl+z didnt work,Feature Request
936,change default time for custom datetime in snooze,Customer,2023-11-24 18:04:46.629239,2023-11-24 18:04:46.629239,"Another piece of feedback, it would be great if the default time on custom snoozes was like 9 or 10am. Our team doesn’t typically think of snoozing in terms of # of hours but more as a “I’m snoozing this until Friday morning”. Right now I have to manually scroll up through the time input if I’m snoozing a ticket later in the day, which adds time",Feature Request
937,Segment with lot of customer emails ,Customer,2023-11-27 13:07:11.696819,2023-11-27 13:07:11.696819,"Good morning!I need to create an inbox to direct some contacts to a specific agent.The usability is very bad, I need to add email by email, this will take a long time.Can anyone help me with this?",Product Question
941,Mentioned Inbox?,Customer,2023-11-28 15:52:19.881342,2023-11-28 15:52:19.881342,"I don’t need to see conversations I’m tagged in on the “My Tickets” tab. I’d prefer it if there was an additional tab where only the conversations I’m tagged in are visible. That way, I can easily go through all the comments I need to respond to at once.",Feature Request
942,Re: You have used 75% of your recordings for the month,Customer,2023-11-28 17:01:40.939514,2023-11-28 17:01:40.939514,"you guys should not send these when someone has opted in to the enable session overflow, don't encourage me to spend less money with you guys :DOn Tue, Nov 28, 2023 at 9:00 AM Atlas Support <no-reply@getatlas.io> wrote: You have used 75% (8520 of 10000) of your recordings for the month.  Hey, Jeremiah!  When you hit your limit, your users sessions will stop recording unless you enable session recording overflow ($5/1k additional sessions). View in Atlas Sent by Atlas 4329 Kingfisher Drive, Houston, TX 77035 ",Feature Request
943,Add message type in API,Customer,2023-11-28 18:04:01.81441,2023-11-28 18:04:01.814410,"Hey guys.Tech question. Our team is trying to connect with Atlas APIs to some fun AI/ChatGPT data things (think of ChatGPT to automatically tag tickets, understand the customer humor or create summary of the ticket). Let me know if this is something that you would like any insights on, happy to share any code we do on our end for this.Anyway, I just noticed that api.getatlas.io this endpoint indeed shows every message on a ticket, but it doesn't let us know if:• the message was an internal note or something the user saw• if it was part of a sidebar or on the main conversation itself.Do you think this is something we can work to add on the API?",Feature Request
944,Message history to customer emails,Customer,2023-11-28 21:13:00.635607,2023-11-28 21:13:00.635607,"Hello everyone, good afternoon! How are you?Once again, we are receiving complaints from our suppliers stating that they are not receiving the history of our emails. When we reply to an email, they cannot see the previous messages. Could you please check? This issue occurred in ticket number 106653.",Feature Request
945,Reports data not correct,Customer,2023-11-29 02:03:43.557402,2023-11-29 02:03:43.557402,"Looks like there might be a bug with our reporting. It’s saying we haven’t resolved any tickets since the 24th, but we resolved a bunch yesterday. Is there a delay on populating the charts?",Product Question
947,,Customer,2023-11-29 14:31:24.110516,2023-11-29 15:37:14.252631,Hello!,Product Question
948,,Customer,2023-11-29 22:25:35.027903,2023-11-29 22:25:35.027903,How do I see the help centre,Product Question
949,SEO for mailmodo,Customer,2023-11-30 10:31:56.158063,2023-11-30 10:31:56.158063,"Hi @Anchit Pandey, just sent it to your email (commandbar code)",Feature Request
950,meeting with 91sqft,Customer,2023-11-30 12:04:29.53891,2023-11-30 12:04:29.538910,"We've been using the platform for a while now and have expanded our team to include multiple agents. We could use some help with setting up auto routing for the agents, as well as a review of the new features and updates on the app. Our CTO and Cofounder will be joining the call to discuss these matters.Do suggest a suitable time between 11am to 7pm IST.",Product Question
951,,Customer,2023-12-01 11:03:50.327977,2023-12-01 11:03:50.327977,how can I add anchor tags in a help document,Product Question
952,Automation on FAQ?,Customer,2023-12-01 13:44:30.744851,2023-12-01 13:44:30.744851,How can I automate FAQs,Product Question
954,,Agent,2023-12-01 22:37:50.875771,2023-12-04 04:11:25.037873,"Hey Ivan, how can we help you!",Sales
961,Search in linear create ticket- tags not working,Customer,2023-12-04 16:42:21.996858,2023-12-04 16:42:21.996858,The search on Linear labels isn’t working for me,Bug
962,Only show ticket started in Chat in chat widget,Customer,2023-12-04 18:42:27.421918,2023-12-04 18:42:27.421918,hello guys,Feature Request
963,Can't add internal note to whatsapp ticket,Customer,2023-12-04 20:22:55.480326,2023-12-04 20:22:55.480326,"Hello, I'm trying to add an INTERNAL NOTE inside this ticket, but the system doesn't let me do it. It says that I'm trying to send a WhatsApp message, but I'm not.Hello, I'm trying to add an INTERNAL NOTE inside this ticket, but the system doesn't let me do it. It says that I'm trying to send a WhatsApp message, but I'm not.",Bug
