ticket_number,ticket_subject,sent_by,ticket_created_on,message_created_on,message,tags
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:51:22.529649,I am sending you a step by step guide to fix this issue on your end,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:51:26.905203,I already clean my cache browser,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:51:35.102611,and logout and login,Bug
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:51:36.636815,as well sending in a permanent fix,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:51:49.693093,but the problem is still up,Bug
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:55:22.330879,"hey Marcos, please check if you are able to understand these instructions.",Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:55:50.397868,just a moment please,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:55:54.24717,let me check,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:58:09.20035,done,Bug
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:58:33.777792,you should be able to use the application now.,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:58:36.531949,should i refresh my page?,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:58:45.597922,"oh perfect, let me see if it worked",Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:59:07.659497,it worked!,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 12:59:14.619373,Thank you for your help,Bug
767,Not able to use Atlas?,Agent,2023-09-20 12:50:34.050789,2023-09-20 12:59:51.358823,amazing!!Thanks for your patience.We are shipping in a permanent fix.,Bug
767,Not able to use Atlas?,Customer,2023-09-20 12:50:34.050789,2023-09-20 13:00:26.78384,thank u,Bug
768,New ticket getting created on customer response,Agent,2023-09-20 14:00:25.177546,2023-09-20 14:16:01.099285,"The user that (Helysa) was sending messages from one number (+559891523854) but Portao3's identify call was resetting their number to the one used in Portao3 database (+5598984810618) when they logged in.However, to prevent confusion in the future, we’d recommend updating this user’s number in Portao3 so that any new outbound tickets you send to them go to the correct number.",Product Question
768,New ticket getting created on customer response,Agent,2023-09-20 14:00:25.177546,2023-09-20 16:04:50.330721,"@Gabriele Inacio & @Fernando Nery, we’ve seen several cases where:1. customers have a primary number that comes from identify or Hubspot 2. a customer will subsequently send a message from a different number, so they show up as a visitorTo prevent these in the future, if you happen to have a file with your customers with multiple numbers per customer, we can give you a way to upload that so that this doesn’t occur. In the situation where these numbers are numbers you’ve never seen before, we’ll have a Merge Customer flow built in the not-too-distant future to cover these cases.",Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-20 20:17:15.511196,I think I get it,Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-20 20:17:15.511196,Would it possible for supplier to forward the initial email and second email (that started a new thread),Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-20 20:19:43.515305,Can you give the ticket url to me,Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-20 20:20:48.267847,It is called email threading — and different email client/provider handle this differently. We just would need to make sure it works properly for this provider email.,Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-20 20:21:14.170713,"Also, is it happing for one domain or multiple of them.",Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-20 20:25:52.404278,Can you give couple of ticket url (from different suppliers) where this is happening,Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-20 20:36:12.651857,I think I get what is going on,Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-20 20:36:59.48298,this might take a day or two to figure out on our end,Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-20 20:37:13.422765,I will give you an update in 2-3 hours on what we find,Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-21 17:54:48.048044,@Gabriele Inacio We made a change to help with this issues — can you check with your supplier if this is working now. This is only change for new tickets that were starting after 8AM PST today.,Product Question
769,Sidebar not threading properly,Agent,2023-09-20 20:17:15.037686,2023-09-22 21:16:03.040141,@Gabriele Inacio Is this is the same problem that you had before? that when you are sending emails they are threading properly?,Product Question
770,,Customer,2023-09-21 08:06:34.934677,2023-09-21 08:06:34.934677,Hi there! How do I install Atlas?,Product Question
770,,Agent,2023-09-21 08:06:34.934677,2023-09-21 08:08:01.587398,"Hi Christopher! To install Atlas, just add the snippet from here to the of your app/website.",Product Question
770,,Agent,2023-09-21 08:06:34.934677,2023-09-21 08:08:41.779939,"If it’d be helpful, I’d be happy to hop on a call to help you get it setup (you can grab a time on my calendar here).",Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 14:49:48.190279,"hey Tiago,if you are just trying out the APIs, I would suggest to drop customFields for now.There's a bug, and the fix would be shipped by the end of the day today.You can try adding custom fields from tomorrow onwards, ince the fix gets shipped.",Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 14:52:47.880683,"that is try with just}    status: 'OPEN',    customerId: ,    subject: Alteração de reserva (${order.id}),    messages: [      {        text: standardTicketMessage,        senderId: ,        side: 'test',      },    ],}",Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 14:58:43.209737,"Will ping here once the fix for custom fields has been shipped.Do let me know if you have any questions about using the APIs.Also, wherever you feel like the APIs can be made more developer friendly, please share your suggestions, we will prioritize and ship.",Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 17:53:11.929269,Customer Id could be one of the three ids• email• portao database id • actual customer id (atlas database id),Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-21 17:54:49.477406,"side refers to this enumenum Side {    CUSTOMER = 1,    AGENT = 2,}using the side + id, we validate if the customer or agent exists or not",Product Question
772,,Agent,2023-09-21 14:48:11.940971,2023-09-24 10:30:45.574964,@Tiago Mendonca the fix is in the production. Please test and let me know.,Product Question
773,,Customer,2023-09-22 11:07:53.723296,2023-09-22 11:08:08.511906,"Hello, I'd like to know if Atlas is HIPAA compliant",Product Question
773,,Customer,2023-09-22 11:07:53.723296,2023-09-22 13:18:12.189111,"I would like to know if Atlas's email ticketing system supports 1) Changing the ""Reply from"" field. 2) Adding a BCC field. 3) Uploading custom images to each email.",Product Question
773,,Agent,2023-09-22 11:07:53.723296,2023-09-22 14:25:19.904658,"Hi Steph! We’re not presently HIPAA compliant unfortunately. We are getting our SOC 2 certification at the moment, however.For your questions:1. Reply from: You can set your domain globally for responses and we let you receive emails on multiple addresses, but we don’t currently let you specify a “Reply from” on a per ticket basis.2. BCC: We do support BCC.3. Images: You can attach any image to emails.Happy to hop on a chat for more details if it’s helpful!",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 19:26:07.15174,Hi! I was wondering what the best way to conditionally show/hide the chat is?,Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 19:26:33.921404,"I am using: window.Atlas.call('start', { chat: { hideBubble: false } });and window.Atlas.shutdown();",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 19:27:06.659521,Is there any way to update hideBubble value without having to shutdown and start again?,Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 19:27:40.771572,"Hey Chris, yes so you start with hiding the bubblewindow.Atlas.call(""start"", {  chat: {    hideBubble: true,   }})",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 19:28:53.260271,And then add a custom button who visibility you control and on click on that button you can do the followingwindow.Atlas.chat.openWindow(),Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 19:31:59.833841,Ah so I need a custom button. Thanks!,Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 20:11:03.994551,"Also, is there any way to disable session recording? Or is it required?",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 20:12:10.725519,"you can disable by passing thewindow.Atlas.call(""start"", {  recording: {    enabled: false  }})",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 20:12:57.799338,"Perfect, thanks so much!",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 20:13:51.550305,"And sorry about this last one, but is there a way to clear ""identity"" after someone logs out/event?",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 20:33:35.288636,We don’t have a way to logout (other than shutdown/start) right now but let me add that today (we have that method internally as a private method just not exposed to be called from SDK),Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 20:33:52.884328,I will ping you later tonight or tomorrow when it is live,Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 20:34:16.550983,"Ah that would be much appreciated, thanks Rahul! Love the product btw!",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-22 20:36:25.674896,Appreciate the kind words 🙏 We are also a small startup and would love any feedback you have (feature requests/bugs),Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-22 20:41:47.716448,For sure! I actually stumbled upon you guys while on loops.so website and thought the chat looked super clean!,Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-24 21:26:08.794503,"Chris, you should be able to logout the user now -- window.Atlas.logout() . Let me know if you need anything else.",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-27 17:29:52.189137,Awesome thanks! Sorry for late reply!,Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-27 17:30:23.94785,"Also we got an email from Jon about leaving Atlas, but our feature flag was just disabled in Prod since we just released it",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-27 17:36:26.378939,"Got it! Do you guys use Slack Connect, we can create shared slack channel so it is easier to provide feedback, report any issues.",Product Question
774,,Customer,2023-09-22 19:26:07.15174,2023-09-27 17:44:44.605475,"Yeah we do, that'd be awesome!",Product Question
774,,Agent,2023-09-22 19:26:07.15174,2023-09-27 17:49:08.843794,Great. just sent an invite!,Product Question
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:31:00.735978,"hey guyss, good morning!is everything okay with atlas today?tried to creat a new customer and it's returning a ""server erro"". also the snooze buttom isn't working well (tried to snooze 2 tickets to custom date and time and the ticket didn't get snoozed. only worked when i chose one of the other options (next week)",Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:32:04.41712,"hey Marcia, checking this now.But, yes the app is stable and running well.",Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:36:52.342567,The server error is because the customer already exists with the specified email -- app.getatlas.ioI would suggest to add the phone number directly to the customer profile.,Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:37:12.949805,I have added the number to the customer profile for you,Bug
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:39:05.741562,"Ohh, I see! after the error, i tried searching for the customer but when i tried typing her email, the box did'nt allow me to type anything",Bug
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:39:37.880988,closed the box and tried to search first (intead of trying to create the customer and coming back) and it worked,Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:40:22.973619,ah! ok.,Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:40:26.321931,Will take a look at these two errors• Not allowing to type in search customer if something goes wrong• Snooze ticket.,Bug
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:41:12.475453,"thankss a lot, piyush!also, the search mechanism hasn't been working well either, could u take a look at it too?",Bug
776,,Agent,2023-09-25 12:31:00.735978,2023-09-25 12:41:48.404303,oh! Fixing search on priority...,Bug
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:42:01.890983,its the same when i try searching for an email directly on the search box or use the ctrl + kit doesn't filter right,Bug
776,,Customer,2023-09-25 12:31:00.735978,2023-09-25 12:42:25.072843,"oh, thats great!",Bug
777,Does Atlas has phone as a channel?,Customer,2023-09-25 12:39:58.160342,2023-09-25 12:39:58.160342,"Guys, good morning!I saw that there is an icon inside the Atlas that looks like something related to telephone connections.From what I understand we don't have this functionality, or do we?",Product Question
777,Does Atlas has phone as a channel?,Agent,2023-09-25 12:39:58.160342,2023-09-25 12:44:55.508244,"Good morning, Gabriele!We don’t have a direct integration with the telephony providers.This button is displayed in the top right of the customer profile when they have an associated phone number.Clicking it will prompt to call the customer from the default application on agent’s computer that handles calls such as Zoiper or its alternatives. This needs to be set up separately with a telephony provider.",Product Question
777,Does Atlas has phone as a channel?,Customer,2023-09-25 12:39:58.160342,2023-09-25 12:53:22.328543,Thanks!,Product Question
777,Does Atlas has phone as a channel?,Agent,2023-09-25 12:39:58.160342,2023-09-25 15:36:10.653781,"@Gabriele Inacio, happy to talk more details here as well. @Fernando Nery and I discussed this before setup as a possibility. We currently support two integrations: Dialpad and Aircall. Both of these will allow you to make outbound calls from Atlas and see inbound calls in your customer timelines as well.Let me know if you’d like to chat more about it!",Product Question
779,Atlas running slow?,Customer,2023-09-26 13:21:39.320679,2023-09-26 13:21:39.320679,"Hi guys, are we experiencing some instability?Messages are taking a long time to load.",Bug
779,Atlas running slow?,Agent,2023-09-26 13:21:39.320679,2023-09-26 13:22:01.726356,@Gabriele Inacio taking a look. Is there a particular profile that's loading slowly for you?,Bug
779,Atlas running slow?,Agent,2023-09-26 13:21:39.320679,2023-09-26 13:31:04.79949,hey @Gabriele Inacio per our monitoring logs the system seems to be stable. It could be an issue specific to user.Trying to figure that out.,Bug
779,Atlas running slow?,Customer,2023-09-26 13:21:39.320679,2023-09-26 13:34:08.654802,the slowness was reported by the team.It could be something with our connection,Bug
779,Atlas running slow?,Customer,2023-09-26 13:21:39.320679,2023-09-26 13:34:28.215677,apparently it's normal now,Bug
780,Add customer phone and email back in switch customer modal,Customer,2023-09-26 13:35:42.353362,2023-09-26 13:35:42.353362,I noticed that there was a change in this field:,Feature Request
780,Add customer phone and email back in switch customer modal,Customer,2023-09-26 13:35:42.353362,2023-09-26 13:35:44.942769,I feel like it was easier before,Feature Request
780,Add customer phone and email back in switch customer modal,Agent,2023-09-26 13:35:42.353362,2023-09-26 13:36:50.660566,Thanks for the feedback. I think you are referring to the contacts that you were able to see previously? And now only name is being displayed,Feature Request
780,Add customer phone and email back in switch customer modal,Customer,2023-09-26 13:35:42.353362,2023-09-26 13:37:20.088683,exactly,Feature Request
780,Add customer phone and email back in switch customer modal,Agent,2023-09-26 13:35:42.353362,2023-09-26 13:38:09.081469,"Got it. Thanks again for the feedback, I think we should be able to ship something within the next hour or two.",Feature Request
780,Add customer phone and email back in switch customer modal,Agent,2023-09-26 13:35:42.353362,2023-09-26 16:02:02.654501,"the changes to switch customer are liveNow we show theName (email, phone) like it was previously displayed.",Feature Request
780,Add customer phone and email back in switch customer modal,Agent,2023-09-26 13:35:42.353362,2023-09-26 16:02:58.818594,"Please provide your valuable feedback on this implementation, and does this solve the problem for you?",Feature Request
781,Ticket auto opening without any response?,Customer,2023-09-26 14:07:07.157542,2023-09-26 14:07:07.157542,"Another point to mention is that sometimes customers send some content that we can't view. I even asked if it was an image, but the response was negative.In this example, you can see a message notification with no information.",Bug
781,Ticket auto opening without any response?,Agent,2023-09-26 14:07:07.157542,2023-09-26 14:07:53.795411,Checking for the message contents.,Bug
781,Ticket auto opening without any response?,Agent,2023-09-26 14:07:07.157542,2023-09-26 14:26:15.193556,seems like the message actually didn't come in with any attachments. Looking further on Twilio's side.,Bug
781,Ticket auto opening without any response?,Agent,2023-09-26 14:07:07.157542,2023-09-26 14:33:26.066168,"just checked on Twilio, seems like actually there was no text or attachment received on the Twilio's end, so it didn't get forwarded to Atlas.",Bug
781,Ticket auto opening without any response?,Customer,2023-09-26 14:07:07.157542,2023-09-27 13:03:58.632159,"Hey @Piyush Raj, thanks for the update. What could this be than? I don't think that it is possible to send an empty message/text on WhatsApp",Bug
781,Ticket auto opening without any response?,Customer,2023-09-26 14:07:07.157542,2023-09-27 13:04:12.212933,could this be a ping of sorts that we should ignore on Atlas so the ticket doesn't reopen?,Bug
781,Ticket auto opening without any response?,Customer,2023-09-26 14:07:07.157542,2023-09-27 13:05:15.436992,"@Gabriele Inacio se vc puder pedir para o cliente mandar um screenshot da tela dele no whatsapp dele, talvez ajuda a debugar o que foi essa mensagem que recebemos (talvez ele enviou e excluiu, por exemplo?) ou se realmente não foi nada",Bug
781,Ticket auto opening without any response?,Agent,2023-09-26 14:07:07.157542,2023-09-27 13:05:40.068627,"hey Fernando. That's exactly the fix we have shipped!Now, only if there is a text or attachment in the message, we process the message, else we just ignore the message, and log the exception.",Bug
782,,Agent,2023-09-27 02:07:52.268924,2023-09-27 02:08:54.042014,"how can we help you, Jason?",Sales
782,,Customer,2023-09-27 02:07:52.268924,2023-09-27 02:09:37.099711,Do you have any telephone integrations?,Sales
782,,Agent,2023-09-27 02:07:52.268924,2023-09-27 02:10:15.776015,we have dialpad and aircall integrations.,Sales
782,,Customer,2023-09-27 02:07:52.268924,2023-09-27 02:11:13.175361,do they include sms? Also what is they ey difference between Atlas and something like freshdesk or Zendes?,Sales
782,,Agent,2023-09-27 02:07:52.268924,2023-09-27 02:12:27.998866,we have native SMS support as well allow you connect you to your own twilio account if you have one,Sales
782,,Agent,2023-09-27 02:07:52.268924,2023-09-27 02:14:00.099269,"We are in same product category as Zendesk and freshdesk but we are much mordern, fast applciation and we do a lot of things differently than what Zendesk or Freshdesk do",Sales
782,,Agent,2023-09-27 02:07:52.268924,2023-09-27 02:14:25.331713,Would be happy to get on a call and show you what we have,Sales
782,,Customer,2023-09-27 02:07:52.268924,2023-09-27 02:14:46.551945,Sure we can do that.,Sales
782,,Agent,2023-09-27 02:07:52.268924,2023-09-27 02:15:20.690454,here is link to our calendar: calendly.com,Sales
782,,Agent,2023-09-27 02:07:52.268924,2023-09-27 02:16:16.578748,or if I get link to your calendar so we can pick a slot,Sales
782,,Customer,2023-09-27 02:07:52.268924,2023-09-27 02:18:20.18903,I will pick a time. What is your name?,Sales
782,,Customer,2023-09-27 02:07:52.268924,2023-09-27 02:18:30.9047,Sorry I see it,Sales
782,,Customer,2023-09-27 02:07:52.268924,2023-09-27 02:18:42.328834,Thanks Rahul,Sales
782,,Agent,2023-09-27 02:07:52.268924,2023-09-27 02:21:48.490446,Thanks Jason! Looking forward to talking with you.,Sales
784,,Agent,2023-09-27 07:11:33.086892,2023-09-27 07:15:39.82106,Hi Noah! How can I help you today?,Sales
784,,Customer,2023-09-27 07:11:33.086892,2023-09-27 07:15:56.289722,just wanted to see what the chat client looked like,Sales
785,,Customer,2023-09-27 16:17:28.719289,2023-09-27 16:17:28.719289,"some bugs in the help centre editor, like I can't find a way to delete this image:",Bug
785,,Agent,2023-09-27 16:17:28.719289,2023-09-27 16:19:20.241497,"My guess is, if you just do a double backspace, it should delete the image. The idea is to be keyboard first.Haven't checked myself right now, but that is how it was supposed to work.",Bug
785,,Agent,2023-09-27 16:17:28.719289,2023-09-27 17:41:23.603676,@John I was able to reproduce this — will get it fixed soon!,Bug
785,,Agent,2023-09-27 16:17:28.719289,2023-10-12 12:41:51.173281,"@John this is now shipped to the production. Was shipped a while back, forgot to update here.",Bug
787,,Customer,2023-09-27 20:51:14.344871,2023-09-27 20:51:14.344871,Hi how can we update billing and see our invoices,Sales
787,,Agent,2023-09-27 20:51:14.344871,2023-09-27 21:12:28.044929,"Hey Hayden, here is the link to update you payment detailshttps://billing.stripe.com/p/subscription/update_payment_method_link/CBcQARoXChVhY2N0X[…]dVeIpHxZZ1J2WQAwhEkZwyXVyR8sYt8EvG136alpSCQn7iOwbdhDFYQUeOA",Sales
787,,Customer,2023-09-27 20:51:14.344871,2023-09-27 21:12:51.841707,$200 / month feels super high?,Sales
787,,Customer,2023-09-27 20:51:14.344871,2023-09-27 21:13:22.448086,i didn't realize we were being charged this much -- we had worked on a deal with Jon when you guys first launched where we didnt have to pay for a 5 seat minimum,Sales
787,,Customer,2023-09-27 20:51:14.344871,2023-09-27 21:13:32.657217,how long have we been paying $200 a month...,Sales
787,,Agent,2023-09-27 20:51:14.344871,2023-09-27 21:14:06.144453,I think the discount was for a year and since than it has been $200/month,Sales
787,,Agent,2023-09-27 20:51:14.344871,2023-09-27 21:14:21.453195,But let me ask Jon to connect with you on the details on pricing,Sales
787,,Customer,2023-09-27 20:51:14.344871,2023-09-27 21:14:39.208837,we really just need 1 seat at this point for chatotherwise we're gonna have to move this to hubspot,Sales
787,,Customer,2023-09-27 20:51:14.344871,2023-09-27 21:14:52.682782,only person who responds rn is Camila,Sales
787,,Agent,2023-09-27 20:51:14.344871,2023-09-27 21:15:18.15061,"Ok, let me chat with Jon and get back to you later today",Sales
787,,Customer,2023-09-27 20:51:14.344871,2023-09-27 21:15:23.458161,thank you,Sales
787,,Agent,2023-09-27 20:51:14.344871,2023-09-28 18:24:29.629528,"Hey Hayden! I think we originally set it up for a year. Happy to give a refund on the delta for the prior 4 months and put you back on the $50/mo plan. Also, realized you guys don’t have session recording turned on — happy to help get that setup if you’d like (not sure how much you guys are using the web app right now?).",Sales
789,Fallback logic update,Customer,2023-09-28 21:19:28.927841,2023-09-28 21:19:28.927841,@here I’m seeing responses being sent via chat (not email) even though the member is no longer live on the site:Examplesapp.getatlas.ioapp.getatlas.ioapp.getatlas.io,Product Question
789,Fallback logic update,Agent,2023-09-28 21:19:28.927841,2023-09-28 21:19:35.876205,Taking a look,Product Question
789,Fallback logic update,Agent,2023-09-28 21:19:28.927841,2023-10-16 22:31:00.936434,@Jocelyn Weigel We have updated this feature now and this should not happen now — we have also updated settings to change when does fallback email goes out app.getatlas.io,Product Question
789,Fallback logic update,Customer,2023-09-28 21:19:28.927841,2023-10-18 01:34:18.049727,@Rahul Asati how can we tell if an email has been sent? It’s still noting just ‘sent via chat’app.atlas.so,Product Question
789,Fallback logic update,Agent,2023-09-28 21:19:28.927841,2023-10-18 01:48:57.385007,@Jocelyn Weigel You will see it now,Product Question
789,Fallback logic update,Agent,2023-09-28 21:19:28.927841,2023-10-18 01:50:08.292943,"Right now the fallback goes if the customer has not read the message in last 10 mins (you can the number here). If customer reads the message in 10 mins, we won’t send the email.",Product Question
789,Fallback logic update,Agent,2023-09-28 21:19:28.927841,2023-10-18 01:50:39.165129,"Also, if you send them 3 message on same ticket in 10 mins, we will send a single email with those 3 messages.",Product Question
789,Fallback logic update,Agent,2023-09-28 21:19:28.927841,2023-10-18 01:50:46.70932,Let me know if you have any questions,Product Question
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 09:26:04.298071,how do i implement chat in a sveltekit app?,Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 13:51:42.676777,"also, i can't seem to reset my password?",Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-09-29 13:55:31.88284,"Hi Thomas, sorry for a delay here",Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-09-29 13:56:01.173863,What goes wrong with password request?,Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-09-29 13:57:37.287129,Re: using Atlas in SvelteAtlas snippet is a plain Javascript that is embedding a script tag to the page head. Does Svelte allow to insert a JS code into head?,Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 14:01:06.613189,"Hi no worries, I managed to get atals working in svelte",Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 14:01:34.633301,Erm I am trying to reset my password (i think my password manager saved the wrong password) but i am not getting the reset mail,Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-09-29 14:02:34.732693,Glad to hear about Svelte!Checking what is wrong with the email,Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-09-29 14:06:48.232722,Have received one from support@getatlas.io and subject Reset your passwordCould it have landed in Spam or a Promotion inbox?,Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 14:07:28.84275,"Nope, nothing in my inbox or spam",Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-09-29 14:09:14.784829,"I have sent another one to email@thomasmol.com. If it doesn't come, I'll try to figure out the reset link",Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 14:12:10.093282,okay thanks,Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 14:12:13.200015,till nothing..,Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 14:12:17.638243,still*,Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-09-29 14:28:24.346395,There is a different email in the auth: thomas@audiogest.appI have changed the password to jujfan-0jucco-KajvifPlease try logging in and resetting it again from your profile,Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 14:36:45.16683,"okay that worked, but my email still has my old email (email@thomasmol.com) in my profile",Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 14:37:43.386565,and i am not getting the email on thomas@audiogest.app,Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-09-29 14:37:57.52242,"Yeah, we're going to check how this happened and update it for your profile",Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-29 14:38:09.439165,alright thanks!,Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-09-29 16:03:51.116449,We have updated the email address in the DB. Now the reset email should go through 🤞,Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-09-29 16:04:46.441069,"Hey Thomas, Apologies for the trouble caused. Do you need any other help with Atlas (feel free to book a call with our CEO for a quick demo calendly.com)",Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-09-30 09:18:41.611804,"Hi Rahul, no problem! Everything is setup now and working great, thanks for reaching out",Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-10-18 06:29:34.889361,"Hi just a quick question regarding the loading of the code snippet, according to google's lighthouse test and pagespeed insights test there is a lot of 'unused code' causing quite a slow down in page loading. Is there a way to improve this?",Feature Request
790,,Agent,2023-09-29 09:26:04.298071,2023-10-18 06:31:06.39257,"Hey Thomas, that’s not great! Let me take a look this in next day or so and get back to you!",Feature Request
790,,Customer,2023-09-29 09:26:04.298071,2023-10-18 06:31:19.463816,Alright thanks!,Feature Request
791,,Customer,2023-09-29 15:17:25.582506,2023-09-29 15:17:25.582506,hi,Bug
791,,Agent,2023-09-29 15:17:25.582506,2023-09-29 15:19:00.596221,hello Yonathan,Bug
791,,Customer,2023-09-29 15:17:25.582506,2023-09-29 15:19:23.496217,"hey there, i messaged a few days ago and the thread just vanished.",Bug
791,,Customer,2023-09-29 15:17:25.582506,2023-09-29 15:20:00.650817,"i would like to have my chat messages delivered to my customer's email if they don't read the chat message within a minute or so... ive seen a few times where the message shows ""READ ON EMAIL""....",Bug
791,,Agent,2023-09-29 15:17:25.582506,2023-09-29 15:20:02.581515,"you mean you raised a ticket to Atlas, and are not seeing it?",Bug
791,,Customer,2023-09-29 15:17:25.582506,2023-09-29 15:20:08.11019,how can I send all messages to EMAIL?,Bug
791,,Customer,2023-09-29 15:17:25.582506,2023-09-29 15:20:23.084617,"I had a chat with someone the other day about it, now i cant find iit here",Bug
791,,Customer,2023-09-29 15:17:25.582506,2023-09-29 15:21:03.307321,like this one above,Bug
791,,Agent,2023-09-29 15:17:25.582506,2023-09-29 15:22:20.659165,"currently this happens automatically, and not configurable by an agent.We are making a change that would help user get more control over this behavior. Should be out in next two weeks.",Bug
791,,Customer,2023-09-29 15:17:25.582506,2023-09-29 15:22:48.745396,"but how do i make sure my customer gets the message, it feels like this is happening randomly",Bug
